dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,22.0,1,-1.0,
base,active,0.0,0.0,350.0,0,9261334.0,True
base,active,,0.0,421.0,2,-1.0,
base,active,,0.0,506.0,3,-1.0,
base,active,,0.0,509.0,4,-1.0,
base,active,,0.0,512.0,5,-1.0,
base,active,,0.0,597.0,6,-1.0,
base,active,,0.0,624.0,7,-1.0,
base,active,,0.0,650.0,8,-1.0,
base,active,,0.0,909.0,9 10 11 12 13 14 15 16,-1.0,
base,active,,0.0,910.0,17 18 19 20 21 22 23 24,-1.0,
base,active,,0.0,911.0,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48,-1.0,
base,active,,0.0,912.0,49 50 51 52 53 54 55 56 57 58 59 60 61 62 63,-1.0,
base,active,22.0,22.0,372.0,1,9261335.0,True
base,active,,350.0,912.0,0,-1.0,
base,active,,372.0,1000.0,1,-1.0,
base,active,421.0,421.0,422.0,2,9261353.0,False
base,active,,422.0,1000.0,2,-1.0,
base,active,506.0,506.0,548.0,3,9261384.0,False
base,active,509.0,509.0,551.0,4,9261385.0,False
base,active,512.0,512.0,553.0,5,9261386.0,False
base,active,,548.0,1000.0,3,-1.0,
base,active,,551.0,1000.0,4,-1.0,
base,active,,553.0,1000.0,5,-1.0,
base,active,597.0,597.0,947.0,6,9261387.0,True
base,active,624.0,624.0,974.0,7,9261388.0,True
base,active,650.0,650.0,1000.0,8,9261389.0,True
base,active,909.0,909.0,1818.0,9 10 11 12 13 14 15 16,9261390.0,False
base,active,910.0,910.0,1823.0,17 18 19 20 21 22 23 24,9261391.0,False
base,active,911.0,911.0,1819.0,33 34 35 36 37 38 39 40,9261393.0,False
base,active,911.0,911.0,1820.0,41 42 43 44 45 46 47 48,9261394.0,False
base,active,911.0,911.0,1823.0,25 26 27 28 29 30 31 32,9261392.0,False
base,active,912.0,912.0,1823.0,0 57 58 59 60 61 62 63,9261396.0,False
base,active,912.0,912.0,1824.0,49 50 51 52 53 54 55 56,9261395.0,False
base,active,,947.0,1000.0,6,-1.0,
base,active,,974.0,1000.0,7,-1.0,
base,active,913.0,1000.0,1907.0,1 2 3 4 5 6 7 8,9261397.0,False
base,active,913.0,1818.0,2730.0,9 10 11 12 13 14 15 16,9261398.0,False
base,active,913.0,1819.0,2727.0,33 34 35 36 37 38 39 40,9261399.0,False
base,active,914.0,1820.0,2732.0,41 42 43 44 45 46 47 48,9261400.0,False
base,active,914.0,1823.0,2734.0,0 17 18 19 20 21 22 23,9261401.0,False
base,active,914.0,1823.0,2734.0,32 57 58 59 60 61 62 63,9261403.0,False
base,active,914.0,1823.0,2735.0,24 25 26 27 28 29 30 31,9261402.0,False
base,active,914.0,1824.0,2732.0,49 50 51 52 53 54 55 56,9261404.0,False
base,active,914.0,1907.0,2816.0,1 2 3 4 5 6 7 8,9261405.0,False
base,active,1045.0,2727.0,4083.0,37,9261410.0,False
base,active,1048.0,2727.0,4146.0,39,9261412.0,False
base,active,1038.0,2727.0,4147.0,33,9261406.0,False
base,active,1043.0,2727.0,4191.0,36,9261409.0,False
base,active,1041.0,2727.0,4291.0,35,9261408.0,False
base,active,1040.0,2727.0,4335.0,34,9261407.0,False
base,active,1050.0,2727.0,4352.0,40,9261413.0,False
base,active,1046.0,2727.0,4630.0,38,9261411.0,False
base,active,1051.0,2730.0,2731.0,9,9261414.0,False
base,active,1062.0,2730.0,2731.0,10,9261421.0,False
base,active,1069.0,2730.0,3974.0,15,9261426.0,False
base,active,1063.0,2730.0,4092.0,11,9261422.0,False
base,active,1068.0,2730.0,4180.0,14,9261425.0,False
base,active,1065.0,2730.0,4318.0,12,9261423.0,False
base,active,1066.0,2730.0,4319.0,13,9261424.0,False
base,active,1071.0,2730.0,4319.0,16,9261427.0,False
base,active,1074.0,2731.0,4184.0,10,9261429.0,False
base,active,1073.0,2731.0,4321.0,9,9261428.0,False
base,active,1837.0,2732.0,3638.0,41 42 43 44 45 46 47 48,9261430.0,False
base,active,1838.0,2732.0,3641.0,49 50 51 52 53 54 55 56,9261431.0,False
base,active,1839.0,2734.0,3637.0,32 57 58 59 60 61 62 63,9261433.0,False
base,active,1838.0,2734.0,3641.0,0 17 18 19 20 21 22 23,9261432.0,False
base,active,1839.0,2735.0,3640.0,24 25 26 27 28 29 30 31,9261434.0,False
base,active,1840.0,2816.0,3724.0,1 2 3 4 5 6 7 8,9261435.0,False
