function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3645237,0.159125,0.159125
<method 'setdefault' of 'dict' objects> (~:0),384,0.000031,0.000031
<method 'items' of 'dict' objects> (~:0),16708,0.001089,0.001089
<method 'values' of 'dict' objects> (~:0),2550,0.000198,0.000198
<method 'append' of 'list' objects> (~:0),428057,0.021689,0.021689
<method 'insert' of 'list' objects> (~:0),66006,0.003873,0.003873
<method 'extend' of 'list' objects> (~:0),3325,0.000307,0.000307
<method 'pop' of 'list' objects> (~:0),2550,0.000296,0.000296
<method 'sort' of 'list' objects> (~:0),9865,0.004795,0.007469
<method 'join' of 'str' objects> (~:0),3234,0.000657,0.000657
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),25710,0.004340,0.007735
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),489608,0.021496,0.021496
<built-in method builtins.isinstance> (~:0),4008,0.000382,0.000382
<built-in method builtins.len> (~:0),1273919,0.040453,0.040453
<built-in method builtins.max> (~:0),12,0.000002,0.000002
<built-in method builtins.min> (~:0),11568,0.002417,0.005954
<built-in method builtins.next> (~:0),13624,0.002021,0.004572
<built-in method builtins.round> (~:0),4000,0.000940,0.000940
<built-in method builtins.sorted> (~:0),14651,0.016760,0.025776
<built-in method builtins.sum> (~:0),14750,0.012682,0.046414
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000013,0.000013
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),302256,0.052425,0.052425
<built-in method math.isinf> (~:0),148618,0.006915,0.006915
<built-in method _bisect.bisect_left> (~:0),42013,0.004783,0.005735
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000005,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000006,0.000018
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000005,0.000141
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000057
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000030,0.000054
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2238,0.002418,0.005763
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000222,0.000294
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2550,0.007418,0.018974
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2550,0.004878,0.042361
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),988,0.007504,0.018676
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),489600,0.066099,0.087626
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.005977,0.023727
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2550,0.027947,0.308619
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.001309,0.001372
