function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),63255,0.008877,0.008877
<method 'get' of 'dict' objects> (~:0),53317109,5.784990,5.784990
<method 'setdefault' of 'dict' objects> (~:0),46098,0.011294,0.011294
<method 'items' of 'dict' objects> (~:0),50913,0.010278,0.010278
<method 'values' of 'dict' objects> (~:0),43286,0.014513,0.014513
<method 'append' of 'list' objects> (~:0),7021951,0.906821,0.906821
<method 'insert' of 'list' objects> (~:0),32445,0.062456,0.062456
<method 'extend' of 'list' objects> (~:0),294312,0.103741,0.123710
<method 'pop' of 'list' objects> (~:0),43286,0.054545,0.054545
<method 'sort' of 'list' objects> (~:0),17369,0.011024,0.011024
<method 'join' of 'str' objects> (~:0),45554,0.019627,0.019627
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),26210,0.008193,0.008193
<built-in method builtins.hasattr> (~:0),8,0.000003,0.000003
<built-in method builtins.isinstance> (~:0),43372,0.015540,0.015540
<built-in method builtins.len> (~:0),594254,0.076614,0.076614
<built-in method builtins.max> (~:0),3065450,0.306487,0.306487
<built-in method builtins.min> (~:0),500846,0.117409,0.279171
<built-in method builtins.next> (~:0),65383,0.026606,0.786765
<built-in method builtins.round> (~:0),43356,0.049213,0.049213
<built-in method builtins.sorted> (~:0),66572,0.465849,0.737168
<built-in method builtins.sum> (~:0),216430,0.640028,1.721418
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000006,0.000006
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000115,0.000115
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000002,0.000002
<built-in method time.time_ns> (~:0),4,0.000002,0.000002
<built-in method _bisect.bisect_left> (~:0),34709,0.131877,0.218176
format (/usr/lib/python3.13/logging/__init__.py:699),4,0.000005,0.000025
_log (/usr/lib/python3.13/logging/__init__.py:1641),4,0.000010,0.000378
findCaller (/usr/lib/python3.13/logging/__init__.py:1592),4,0.000015,0.000043
isEnabledFor (/usr/lib/python3.13/logging/__init__.py:1765),89100,0.021205,0.021205
__init__ (/usr/lib/python3.13/logging/__init__.py:298),4,0.000053,0.000110
callHandlers (/usr/lib/python3.13/logging/__init__.py:1721),4,0.000006,0.000196
proceed (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:173),43286,1.259965,16.511599
update_custom_resources_agenda_global (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:94),43286,3.696388,5.606731
events_builder (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:132),43286,0.694854,1.294928
prep_schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:291),43286,2.139141,9.075084
allocate (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:45),10839,0.115498,0.319351
push_event (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:110),34715,0.070002,0.358298
advance (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:300),29771,0.278796,31.996764
update_energy (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:176),43286,2.765265,3.419705
remove_job_from_waiting_queue (/papers/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),10839,0.026377,0.028078
backfill (/papers/SPARS-Pub/SPARS/Simulator/Algo/easy_psus.py:16),43286,0.750998,1.532128
timeout_policy (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:216),43286,1.678767,2.415452
_update_node_state (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:64),92196,0.176335,0.176335
switch_on (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),2376,0.084389,0.588806
compute (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),10839,0.048789,0.407486
switch_off (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),2215,0.060264,0.561623
record (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:136),86572,0.132078,12.782342
update_node_state (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:227),43286,4.105968,7.693592
release (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:101),10839,0.009954,0.182487
add_job_to_scheduled_queue (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:36),10839,0.014169,0.018065
turn_on (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:113),2376,0.004023,0.085754
turn_off (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:117),2215,0.003355,0.082766
switch_on (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:86),2376,0.007872,0.068046
turn_off (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:102),2215,0.007935,0.075153
log_trace (/papers/SPARS-Pub/SPARS/Logger.py:43),89096,0.086776,0.153149
FCFSPSUS (/papers/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psus.py:14),43286,0.055067,0.266802
add_job_to_waiting_queue (/papers/SPARS-Pub/SPARS/Simulator/JobsManager.py:18),10839,0.004998,0.006721
<lambda> (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:202),45554,0.052655,0.060883
<genexpr> (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:56),178048,0.019969,0.019969
<genexpr> (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:200),19285,0.004142,0.004142
