function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3002793,0.140565,0.140565
<method 'setdefault' of 'dict' objects> (~:0),432,0.000036,0.000036
<method 'items' of 'dict' objects> (~:0),8842,0.000612,0.000612
<method 'values' of 'dict' objects> (~:0),2541,0.000203,0.000203
<method 'append' of 'list' objects> (~:0),393877,0.020254,0.020254
<method 'insert' of 'list' objects> (~:0),2053,0.000223,0.000223
<method 'extend' of 'list' objects> (~:0),3255,0.000289,0.000289
<method 'pop' of 'list' objects> (~:0),2541,0.000293,0.000293
<method 'sort' of 'list' objects> (~:0),1958,0.001329,0.002233
<method 'join' of 'str' objects> (~:0),3295,0.000646,0.000646
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),20670,0.003662,0.006454
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),487880,0.022321,0.022321
<built-in method builtins.isinstance> (~:0),4008,0.000396,0.000396
<built-in method builtins.len> (~:0),20865,0.001409,0.001409
<built-in method builtins.min> (~:0),11418,0.002456,0.006073
<built-in method builtins.next> (~:0),10699,0.001680,0.004272
<built-in method builtins.round> (~:0),4000,0.000965,0.000965
<built-in method builtins.sorted> (~:0),4541,0.002149,0.004164
<built-in method builtins.sum> (~:0),14705,0.013344,0.047700
basename (<frozen posixpath>:140),4,0.000004,0.000008
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),300928,0.053372,0.053372
<built-in method math.isinf> (~:0),147994,0.007027,0.007027
<built-in method _bisect.bisect_left> (~:0),2174,0.002050,0.003008
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000794,0.000858
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000018
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000021
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000156
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000062
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000025,0.000060
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.006014,0.025495
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2541,0.007471,0.019499
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),487872,0.067972,0.090325
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),1000,0.007856,0.019753
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2541,0.027986,0.316900
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:402),5082,0.011835,0.082283
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2301,0.002471,0.005854
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1721,0.007679,1.444390
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),73,0.000491,0.002157
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2541,0.005196,0.050920
