function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3655540,0.160887,0.160887
<method 'setdefault' of 'dict' objects> (~:0),392,0.000032,0.000032
<method 'items' of 'dict' objects> (~:0),16744,0.001051,0.001051
<method 'values' of 'dict' objects> (~:0),2553,0.000204,0.000204
<method 'append' of 'list' objects> (~:0),428097,0.021925,0.021925
<method 'insert' of 'list' objects> (~:0),66179,0.003993,0.003993
<method 'extend' of 'list' objects> (~:0),3328,0.000300,0.000300
<method 'pop' of 'list' objects> (~:0),2553,0.000299,0.000299
<method 'sort' of 'list' objects> (~:0),9896,0.004981,0.007713
<method 'join' of 'str' objects> (~:0),3236,0.000645,0.000645
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),23370,0.004031,0.007097
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),490184,0.022453,0.022453
<built-in method builtins.isinstance> (~:0),4008,0.000395,0.000395
<built-in method builtins.len> (~:0),1275178,0.040835,0.040835
<built-in method builtins.max> (~:0),12,0.000002,0.000002
<built-in method builtins.min> (~:0),11543,0.002410,0.005934
<built-in method builtins.next> (~:0),11648,0.001809,0.004320
<built-in method builtins.round> (~:0),4000,0.001002,0.001002
<built-in method builtins.sorted> (~:0),14686,0.017051,0.025996
<built-in method builtins.sum> (~:0),14765,0.012596,0.045356
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000009
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),302524,0.052504,0.052504
<built-in method math.isinf> (~:0),148760,0.006906,0.006906
<built-in method _bisect.bisect_left> (~:0),42124,0.004922,0.005885
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000017
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000021
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000147
