function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),69406,0.009079,0.009079
<method 'get' of 'dict' objects> (~:0),52270723,5.364182,5.364182
<method 'setdefault' of 'dict' objects> (~:0),43612,0.008667,0.008667
<method 'items' of 'dict' objects> (~:0),49500,0.008523,0.008523
<method 'values' of 'dict' objects> (~:0),42333,0.010217,0.010217
<method 'append' of 'list' objects> (~:0),7019992,0.844412,0.844412
<method 'insert' of 'list' objects> (~:0),31492,0.038724,0.038724
<method 'extend' of 'list' objects> (~:0),264497,0.079984,0.097816
<method 'pop' of 'list' objects> (~:0),42333,0.034405,0.034405
<method 'sort' of 'list' objects> (~:0),16789,0.007821,0.007821
<method 'join' of 'str' objects> (~:0),44532,0.016442,0.016442
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),27368,0.006740,0.006740
<built-in method builtins.hasattr> (~:0),8,0.000003,0.000003
<built-in method builtins.isinstance> (~:0),43372,0.011567,0.011567
<built-in method builtins.len> (~:0),479902,0.057544,0.057544
<built-in method builtins.max> (~:0),2995922,0.273476,0.273476
<built-in method builtins.min> (~:0),626111,0.115017,0.262008
<built-in method builtins.next> (~:0),62266,0.021222,0.703117
<built-in method builtins.round> (~:0),43356,0.030778,0.030778
<built-in method builtins.sorted> (~:0),61179,0.339281,0.541155
<built-in method builtins.sum> (~:0),211665,0.581705,1.562126
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000006,0.000006
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000091,0.000091
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000003,0.000003
<built-in method time.time_ns> (~:0),4,0.000001,0.000001
<built-in method _bisect.bisect_left> (~:0),33687,0.096109,0.155935
format (/usr/lib/python3.13/logging/__init__.py:699),4,0.000005,0.000024
_log (/usr/lib/python3.13/logging/__init__.py:1641),4,0.000011,0.000343
findCaller (/usr/lib/python3.13/logging/__init__.py:1592),4,0.000016,0.000046
isEnabledFor (/usr/lib/python3.13/logging/__init__.py:1765),87125,0.017477,0.017477
__init__ (/usr/lib/python3.13/logging/__init__.py:298),4,0.000052,0.000110
callHandlers (/usr/lib/python3.13/logging/__init__.py:1721),4,0.000005,0.000158
proceed (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:173),42333,0.964020,14.101050
update_custom_resources_agenda_global (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:94),42333,3.340506,5.113878
events_builder (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:132),42333,0.583080,1.105936
prep_schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:291),42333,1.933160,8.273458
allocate (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:45),10839,0.096189,0.275807
push_event (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:110),33693,0.054322,0.255080
advance (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:300),29158,0.200934,27.745845
update_energy (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:176),42333,2.243362,2.802698
remove_job_from_waiting_queue (/papers/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),10839,0.018277,0.019879
backfill (/papers/SPARS-Pub/SPARS/Simulator/Algo/easy_psus.py:16),42333,0.442059,1.014689
timeout_policy (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:216),42333,1.620353,2.357443
_update_node_state (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:64),87224,0.125825,0.125825
