function,ncalls,tottime_s,cumtime_s
on_host_state_changed (new_monitors.py:57),10624,0.008083,0.016177
__get_key_from_state (new_monitors.py:65),10624,0.006683,0.006683
schedule (easy_backfilling.py:14),4677,0.070821,41.059070
<lambda> (easy_backfilling.py:31),278336,0.020809,0.020809
<listcomp> (easy_backfilling.py:40),4349,0.021506,0.027359
<listcomp> (easy_backfilling.py:48),729161,0.233613,0.294061
<listcomp> (easy_backfilling.py:52),242,0.000132,0.000157
<listcomp> (easy_backfilling.py:57),8,0.000008,0.000009
backfill (easy_backfilling.py:21),4349,0.718932,38.378440
record_backfill (easy_backfilling.py:61),250,0.001064,0.001360
<listcomp> (fcfs.py:19),750,0.001184,0.001731
schedule (fcfs.py:10),4677,0.030516,2.318242
setup_callback (timeout_policy.py:28),4900,0.006199,0.055312
callback (timeout_policy.py:32),4900,0.018541,0.113737
_rm_socket (context.py:283),1,0.000012,0.000019
_should_collect_from_parameters (typing_extensions.py:173),2,0.000001,0.000001
get_origin (typing_extensions.py:1529),2,0.000002,0.000003
__del__ (socket.py:184),1,0.000002,0.000002
close (socket.py:245),1,0.000034,0.000053
send (socket.py:623),2504,0.146856,0.146856
_deserialize (socket.py:808),2503,0.003974,0.453381
send_json (socket.py:992),2504,0.019630,0.254227
<lambda> (socket.py:1032),2503,0.013986,0.449407
recv_json (socket.py:1011),2503,2.277299,2.730680
dumps (jsonapi.py:20),2504,0.011597,0.087741
loads (jsonapi.py:28),2503,0.017415,0.435421
_has_generic_or_protocol_as_origin (typing_extensions.py:3389),1,0.000007,0.000008
_is_unpacked_typevartuple (typing_extensions.py:3411),2,0.000003,0.000006
_collect_type_vars (typing_extensions.py:3424),1,0.000006,0.000021
__init__ (protocol.py:571),933,0.003264,0.005000
__init__ (protocol.py:651),1,0.000003,0.000005
__init__ (protocol.py:729),1000,0.005303,0.088963
_get_data_dict (protocol.py:745),1000,0.003225,0.018494
__init__ (protocol.py:776),4900,0.008402,0.012754
_get_data_dict (protocol.py:785),933,0.001487,0.001487
__init__ (protocol.py:933),38,0.000159,0.001409
add_resource (protocol.py:946),374,0.000562,0.012634
_get_data_dict (protocol.py:954),38,0.000077,0.000575
__init__ (protocol.py:1022),2503,0.027508,0.039853
__call__ (protocol.py:1034),10449,0.059301,0.279701
is_connected (protocol.py:1069),5007,0.005513,0.005513
close (protocol.py:1086),1,0.000007,0.000062
send (protocol.py:1092),2504,0.018929,0.343600
recv (protocol.py:1109),2503,0.016949,2.789670
update_info (monitors.py:146),2000,0.035795,0.278441
update_complete_info (monitors.py:166),1000,0.011880,0.110499
on_simulation_ends (monitors.py:249),1,0.000009,0.000015
on_job_submitted (monitors.py:258),1000,0.002299,0.002299
on_job_completed (monitors.py:264),1000,0.013823,0.096649
on_simulation_ends (monitors.py:365),2,0.000095,0.001257
on_host_state_changed (monitors.py:370),21248,0.010764,0.215211
update_info (monitors.py:377),21376,0.134239,0.205572
on_simulation_ends (monitors.py:485),1,0.000018,0.000019
on_host_state_changed (monitors.py:550),10624,0.030644,0.043601
__get_key_from_state (monitors.py:566),10624,0.004992,0.004992
on_job_started (monitors.py:738),1000,0.001173,0.223762
on_job_completed (monitors.py:741),1000,0.001308,0.230508
on_host_state_changed (monitors.py:744),10624,0.010430,2.430240
update_info (monitors.py:747),12624,1.212283,2.871599
__new__ (procset.py:40),59922,0.035398,0.056144
__format__ (procset.py:64),1768,0.004274,0.005778
__len__ (procset.py:72),3536,0.001101,0.001101
__eq__ (procset.py:88),31107,0.003155,0.003155
__lt__ (procset.py:91),44308,0.003111,0.003111
__gt__ (procset.py:96),148163,0.009427,0.009427
__str__ (protocol.py:44),31792,0.012860,0.032576
__init__ (procset.py:109),5450,0.039812,0.424007
<genexpr> (procset.py:150),2806,0.003026,0.004010
<genexpr> (procset.py:154),2806,0.005246,0.013512
from_str (procset.py:125),1038,0.005639,0.072862
__str__ (procset.py:161),1038,0.000833,0.015767
<genexpr> (procset.py:173),2806,0.000920,0.007836
__format__ (procset.py:164),1038,0.003966,0.013324
__iter__ (procset.py:180),6350,0.003934,0.003934
<genexpr> (procset.py:246),5612,0.001407,0.003933
__len__ (procset.py:244),2076,0.001772,0.007298
_flatten (procset.py:328),143458,0.034091,0.116540
_merge_core (procset.py:338),94902,0.109726,0.315086
_merge (procset.py:370),58528,0.043518,0.389181
update (procset.py:521),374,0.000665,0.005650
_as_procint (procset.py:667),43560,0.036171,0.057482
_as_itvs (procset.py:681),44308,0.020571,0.082449
__init__ (simulator.py:74),278336,0.070560,0.070560
<listcomp> (simulator.py:147),22401,0.628043,1.474906
queue (simulator.py:144),22401,0.012321,1.487228
<genexpr> (simulator.py:156),550500,0.637460,0.967777
agenda (simulator.py:149),282685,0.790169,2.407740
platform (simulator.py:169),776331,0.084490,0.084490
is_running (simulator.py:174),23041,0.005050,0.005050
current_time (simulator.py:179),1168983,0.262128,0.426790
close (simulator.py:281),1,0.000019,0.001457
proceed_time (simulator.py:291),2503,0.014401,25.203661
set_callback (simulator.py:356),4900,0.012528,0.047380
<genexpr> (simulator.py:414),2000,0.012457,0.025212
allocate (simulator.py:383),1000,0.011655,1.884640
switch_on (simulator.py:491),174,0.000566,0.053805
switch_off (simulator.py:517),238,0.000787,0.073895
__dispatch_event (simulator.py:572),19937,0.059909,21.422295
<listcomp> (simulator.py:597),4540,0.121990,0.348693
<listcomp> (simulator.py:602),2436,0.005057,0.018503
__start_runnable_jobs (simulator.py:585),4541,0.042939,2.216117
__goto_next_batsim_event (simulator.py:627),2503,0.014284,25.187757
__close_simulator (simulator.py:636),1,0.000016,0.000067
<genexpr> (simulator.py:647),8868,0.003124,0.003385
__set_batsim_call_me_later (simulator.py:643),4900,0.011732,0.031234
get_old_request (simulator.py:652),412,0.000504,0.000735
__set_batsim_host_pstate (simulator.py:650),412,0.000869,0.016419
__handle_batsim_events (simulator.py:669),2503,0.031190,24.551602
__send_requests (simulator.py:679),2503,0.018067,0.399081
__on_batsim_simulation_ends (simulator.py:688),1,0.000018,0.008845
__on_batsim_host_state_changed (simulator.py:696),38,0.001657,0.337841
__on_batsim_requested_call (simulator.py:735),933,0.012424,0.131530
__on_batsim_job_submitted (simulator.py:742),1000,0.006144,8.647461
<genexpr> (simulator.py:751),2000,0.021765,0.040114
__on_batsim_job_completed (simulator.py:748),1000,0.025249,12.597522
__on_batsim_notify (simulator.py:770),1,0.000003,0.000003
__str__ (protocol.py:64),1971,0.002810,0.007033
__init__ (protocol.py:95),5938,0.005641,0.006126
timestamp (protocol.py:100),6287,0.001763,0.001763
type (protocol.py:105),1971,0.000579,0.000579
_get_extra_params_dict (protocol.py:119),1971,0.000364,0.000364
to_json (protocol.py:127),1971,0.013782,0.044058
__init__ (protocol.py:156),2973,0.005267,0.005595
timestamp (protocol.py:161),8919,0.001726,0.001726
type (protocol.py:166),8919,0.001162,0.001162
<genexpr> (protocol.py:188),9951,0.007338,0.009367
<lambda> (protocol.py:194),4944,0.002264,0.002810
__init__ (protocol.py:184),5007,0.016585,0.046599
now (protocol.py:196),5007,0.001921,0.001921
events (protocol.py:201),5007,0.003284,0.003284
<listcomp> (protocol.py:214),2504,0.002988,0.055366
to_json (protocol.py:206),2504,0.009304,0.066866
__init__ (protocol.py:232),1,0.000011,0.000016
notify_type (protocol.py:242),1,0.000000,0.000000
__init__ (protocol.py:263),1000,0.012738,0.097298
job_id (protocol.py:270),61155,0.004156,0.004156
job_state (protocol.py:275),1000,0.000300,0.000300
__init__ (protocol.py:301),38,0.000398,0.003780
resources (protocol.py:306),38,0.000009,0.000009
state (protocol.py:311),412,0.000087,0.000087
json_to_profile (protocol.py:378),1000,0.002511,0.006650
__init__ (protocol.py:519),1000,0.010815,0.029339
job (protocol.py:536),3000,0.000468,0.000468
__str__ (jobs.py:21),3000,0.002771,0.005742
__init__ (jobs.py:32),1000,0.001090,0.001090
name (jobs.py:35),3000,0.001520,0.001520
__init__ (jobs.py:158),1000,0.003048,0.004138
__init__ (jobs.py:416),1000,0.005176,0.009067
id (jobs.py:463),4481853,0.360021,0.360021
name (jobs.py:468),3000,0.003842,0.006325
workload (jobs.py:473),3000,0.001804,0.002773
subtime (jobs.py:478),46250,0.005517,0.005517
storage_mapping (jobs.py:483),2000,0.000695,0.000695
res (jobs.py:488),25419,0.008512,0.008512
profile (jobs.py:493),5000,0.000981,0.000981
walltime (jobs.py:498),571964,0.055445,0.055445
state (jobs.py:508),10000,0.002073,0.002073
allocation (jobs.py:513),13872,0.006371,0.006371
is_running (jobs.py:521),276250,0.077813,0.077813
is_runnable (jobs.py:526),791286,0.226976,0.226976
is_submitted (jobs.py:531),3951985,0.847637,0.847637
start_time (jobs.py:551),679692,0.066857,0.066857
stop_time (jobs.py:556),73000,0.006799,0.006799
waiting_time (jobs.py:561),42000,0.023341,0.034713
runtime (jobs.py:569),36000,0.028636,0.048415
stretch (jobs.py:580),5000,0.005517,0.014135
turnaround_time (jobs.py:591),13000,0.011294,0.066504
per_processor_slowdown (jobs.py:599),1000,0.002482,0.014807
slowdown (jobs.py:607),3000,0.004963,0.048399
_allocate (jobs.py:615),1000,0.004768,0.012458
_submit (jobs.py:682),1000,0.003382,0.003640
_start (jobs.py:704),1000,0.002362,0.002966
_terminate (jobs.py:728),1000,0.005589,0.006959
id (resources.py:95),43576,0.004727,0.004727
watt_idle (resources.py:100),190076,0.016279,0.016279
watt_full (resources.py:105),1447172,0.123098,0.123098
type (resources.py:110),5896,0.000583,0.000583
id (resources.py:332),2476855,0.212004,0.212004
state (resources.py:342),42624,0.005220,0.005220
jobs (resources.py:347),283236,0.091151,0.091151
pstate (resources.py:352),2531512,0.193143,0.193143
is_allocated (resources.py:373),47025593,6.956104,6.956104
is_idle (resources.py:378),51539,0.013793,0.013793
is_computing (resources.py:383),847658,0.219532,0.219532
is_switching_off (resources.py:388),650,0.000263,0.000263
is_switching_on (resources.py:393),348,0.000103,0.000103
is_sleeping (resources.py:398),19226,0.005163,0.005163
is_shareable (resources.py:403),4900,0.000855,0.000855
is_unavailable (resources.py:408),9800,0.004272,0.004272
power (resources.py:413),829312,0.541277,0.952103
<listcomp> (resources.py:451),1474,0.001467,0.002051
get_pstate_by_type (resources.py:433),1474,0.001041,0.003092
get_sleep_pstate (resources.py:482),238,0.000132,0.000494
get_default_pstate (resources.py:494),348,0.000257,0.000983
_switch_off (resources.py:509),238,0.000580,0.001888
_switch_on (resources.py:533),174,0.000337,0.000952
_set_off (resources.py:582),238,0.000399,0.001311
_set_on (resources.py:599),174,0.000277,0.001108
_allocate (resources.py:642),4900,0.005855,0.011774
_start_computing (resources.py:662),4900,0.007542,0.015560
_release (resources.py:685),4900,0.007633,0.011244
__set_pstate (resources.py:697),824,0.000408,0.000469
__set_state (resources.py:709),10624,0.004576,0.005339
size (resources.py:757),46401,0.009701,0.014015
hosts (resources.py:784),48836385,6.788144,9.197079
<lambda> (resources.py:799),46998656,8.167531,15.117369
get_not_allocated_hosts (resources.py:791),734354,9.881575,33.917551
get_host (resources.py:818),46401,0.022577,0.039751
on_host_state_changed (timeout_policy.py:20),10624,0.020944,0.084911
add_to_job_infos (sds_env.py:70),1000,0.001956,0.002244
__del__ (subprocess.py:939),1,0.000002,0.000003
communicate (subprocess.py:984),1,0.000013,0.000044
_remaining_time (subprocess.py:1058),3,0.000002,0.000004
wait (subprocess.py:1078),2,0.000012,0.007320
_handle_exitstatus (subprocess.py:1724),1,0.000012,0.000013
_internal_poll (subprocess.py:1742),1,0.000001,0.000001
_try_wait (subprocess.py:1777),4,0.000011,0.000080
_wait (subprocess.py:1790),2,0.000055,0.007301
send_signal (subprocess.py:1945),1,0.000000,0.000000
terminate (subprocess.py:1951),1,0.000003,0.000003
_remove_dups_flatten (typing.py:219),1,0.000004,0.000005
inner (typing.py:255),413,0.000396,0.000742
__hash__ (typing.py:329),413,0.000202,0.000272
<genexpr> (typing.py:358),3,0.000001,0.000004
__getitem__ (typing.py:347),2,0.000011,0.000076
_is_dunder (typing.py:646),8,0.000006,0.000009
<genexpr> (typing.py:669),3,0.000001,0.000001
__init__ (typing.py:659),1,0.000008,0.000048
__setattr__ (typing.py:762),8,0.000008,0.000017
_type_check (typing.py:120),3,0.000005,0.000007
discard (_weakrefset.py:111),1,0.000006,0.000007
encode (encoder.py:182),2504,0.011834,0.065242
iterencode (encoder.py:204),2504,0.050900,0.050900
__init__ (decoder.py:284),2503,0.033638,0.033638
decode (decoder.py:332),2503,0.012702,0.346236
raw_decode (decoder.py:343),2503,0.035564,0.315265
__hash__ (enum.py:735),48883,0.019515,0.026916
name (enum.py:748),36763,0.008533,0.008533
value (enum.py:753),12624,0.002840,0.002840
__get__ (types.py:171),49387,0.025214,0.036587
<method 'disable' of '_lsprof.Profiler' objects> (~:0),1,0.000001,0.000001
dumps (__init__.py:183),2504,0.007132,0.072374
loads (__init__.py:299),2503,0.025806,0.409852
__getitem__ (enum.py:386),3974,0.002369,0.002369
<genexpr> (enum.py:393),35766,0.014480,0.014480
__iter__ (enum.py:389),3974,0.010311,0.010311
<built-in method math.floor> (~:0),1168983,0.164662,0.164662
__instancecheck__ (abc.py:96),4972,0.003223,0.012114
__subclasscheck__ (abc.py:100),7,0.000003,0.000018
<method 'decode' of 'bytes' objects> (~:0),2503,0.006645,0.006645
<method 'clear' of 'list' objects> (~:0),2504,0.000963,0.000963
<method 'append' of 'list' objects> (~:0),126231,0.015106,0.015106
<method 'remove' of 'list' objects> (~:0),1000,0.001598,0.001598
<method 'count' of 'list' objects> (~:0),1,0.000001,0.000001
<method 'get' of 'dict' objects> (~:0),4975,0.003767,0.006332
<method 'pop' of 'dict' objects> (~:0),925,0.000646,0.000646
<method 'keys' of 'dict' objects> (~:0),1967,0.000583,0.000583
<method 'items' of 'dict' objects> (~:0),5900,0.000856,0.000856
<method 'update' of 'dict' objects> (~:0),1971,0.001514,0.001514
<method 'clear' of 'dict' objects> (~:0),1,0.000001,0.000001
<method 'add' of 'set' objects> (~:0),4900,0.001144,0.001144
<method 'discard' of 'set' objects> (~:0),1,0.000001,0.000001
<method 'remove' of 'set' objects> (~:0),4900,0.001009,0.001009
<built-in method __new__ of type object at 0x70aeb2352980> (~:0),59922,0.012645,0.012645
<method 'encode' of 'str' objects> (~:0),2504,0.003770,0.003770
<method 'split' of 'str' objects> (~:0),10806,0.006063,0.006063
<method 'join' of 'str' objects> (~:0),4334,0.003284,0.009792
<method 'upper' of 'str' objects> (~:0),1,0.000001,0.000001
<method 'startswith' of 'str' objects> (~:0),2511,0.003976,0.003976
<method 'endswith' of 'str' objects> (~:0),5,0.000001,0.000001
<built-in method builtins.any> (~:0),9907,0.005846,0.017537
<built-in method builtins.callable> (~:0),4900,0.000805,0.000805
<built-in method builtins.format> (~:0),2806,0.002749,0.014934
<built-in method builtins.getattr> (~:0),1,0.000001,0.000001
<built-in method builtins.hash> (~:0),49296,0.007471,0.007471
<built-in method builtins.isinstance> (~:0),48375495,2.445591,2.457705
<built-in method builtins.len> (~:0),74708,0.011948,0.013049
<built-in method builtins.max> (~:0),317251,0.075683,0.075683
<built-in method builtins.min> (~:0),108106,0.035597,0.039768
<built-in method builtins.next> (~:0),420708,0.078566,1.189280
<built-in method builtins.sorted> (~:0),9356,0.113199,2.544559
<built-in method builtins.sum> (~:0),2076,0.001593,0.005525
<built-in method sys._getframe> (~:0),1,0.000001,0.000001
<built-in method posix.waitpid> (~:0),4,0.000069,0.000069
<built-in method posix.WIFSIGNALED> (~:0),1,0.000000,0.000000
<built-in method posix.WIFEXITED> (~:0),1,0.000000,0.000000
<built-in method posix.WEXITSTATUS> (~:0),1,0.000000,0.000000
<method 'end' of 're.Match' objects> (~:0),5006,0.000791,0.000791
<method 'match' of 're.Pattern' objects> (~:0),5006,0.017029,0.017029
<built-in method _operator.or_> (~:0),85949,0.008284,0.008284
<built-in method _abc._abc_instancecheck> (~:0),4972,0.008873,0.008891
<built-in method _abc._abc_subclasscheck> (~:0),7,0.000015,0.000015
<built-in method time.time> (~:0),1,0.000001,0.000001
<built-in method time.sleep> (~:0),3,0.007134,0.007134
<built-in method time.monotonic> (~:0),5,0.000007,0.000007
<method 'acquire' of '_thread.lock' objects> (~:0),4,0.000010,0.000010
<method 'release' of '_thread.lock' objects> (~:0),4,0.000002,0.000002
<method 'close' of '_io.BufferedReader' objects> (~:0),1,0.000014,0.000014
<method 'read' of '_io.BufferedReader' objects> (~:0),1,0.000015,0.000015
