dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,22.0,1,-1.0,
base,active,0.0,0.0,350.0,0,9261334.0,True
base,active,,0.0,421.0,2,-1.0,
base,active,,0.0,506.0,3,-1.0,
base,active,,0.0,509.0,4,-1.0,
base,active,,0.0,512.0,5,-1.0,
base,active,,0.0,597.0,6,-1.0,
base,active,,0.0,600.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63,-1.0,
base,active,22.0,22.0,372.0,1,9261335.0,True
base,active,,350.0,624.0,0,-1.0,
base,active,,372.0,650.0,1,-1.0,
base,active,421.0,421.0,422.0,2,9261353.0,False
base,active,,422.0,1022.0,2,-1.0,
base,active,506.0,506.0,548.0,3,9261384.0,False
base,active,509.0,509.0,551.0,4,9261385.0,False
base,active,512.0,512.0,553.0,5,9261386.0,False
base,active,,548.0,1038.0,3,-1.0,
base,active,,551.0,1040.0,4,-1.0,
base,active,,553.0,1041.0,5,-1.0,
base,active,597.0,597.0,947.0,6,9261387.0,True
base,switching_off,,600.0,3300.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63,-2.0,
base,active,624.0,624.0,974.0,0,9261388.0,True
base,active,650.0,650.0,1000.0,1,9261389.0,True
base,active,,947.0,1043.0,6,-1.0,
base,active,,974.0,1045.0,0,-1.0,
base,active,,1000.0,1046.0,1,-1.0,
base,switching_off,,1022.0,3722.0,2,-2.0,
base,active,1038.0,1038.0,2458.0,3,9261406.0,False
base,active,1040.0,1040.0,2648.0,4,9261407.0,False
base,active,1041.0,1041.0,2605.0,5,9261408.0,False
base,active,1043.0,1043.0,2507.0,6,9261409.0,False
base,active,1045.0,1045.0,2401.0,0,9261410.0,False
base,active,1046.0,1046.0,2949.0,1,9261411.0,False
base,active,1048.0,2401.0,3820.0,0,9261412.0,False
base,active,1050.0,2458.0,4083.0,3,9261413.0,False
base,active,1051.0,2507.0,2508.0,6,9261414.0,False
base,active,1062.0,2508.0,2509.0,6,9261421.0,False
base,active,1063.0,2509.0,3871.0,6,9261422.0,False
base,active,1065.0,2605.0,4193.0,5,9261423.0,False
base,active,1066.0,2648.0,4237.0,4,9261424.0,False
base,active,1068.0,2949.0,4399.0,1,9261425.0,False
base,sleeping,,3300.0,4237.0,63,-4.0,
base,switching_on,,3300.0,5100.0,7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62,-3.0,
base,sleeping,,3722.0,4237.0,2,-4.0,
base,active,2966.0,3820.0,3841.0,0,9261470.0,False
base,active,2968.0,3841.0,3872.0,0,9261471.0,False
base,active,2969.0,3871.0,3899.0,6,9261472.0,False
base,active,2971.0,3872.0,3889.0,0,9261473.0,False
base,active,2972.0,3889.0,3918.0,0,9261474.0,False
base,active,2974.0,3899.0,3928.0,6,9261475.0,False
base,active,2976.0,3918.0,3942.0,0,9261476.0,False
base,active,2977.0,3928.0,3949.0,6,9261477.0,False
base,active,2991.0,3942.0,3963.0,0,9261486.0,False
base,active,2992.0,3949.0,3970.0,6,9261487.0,False
base,active,2994.0,3963.0,3987.0,0,9261488.0,False
base,active,2995.0,3970.0,4002.0,6,9261489.0,False
base,active,2997.0,3987.0,4016.0,0,9261490.0,False
base,active,2998.0,4002.0,4024.0,6,9261491.0,False
base,active,3000.0,4016.0,4039.0,0,9261492.0,False
base,active,3001.0,4024.0,4041.0,6,9261493.0,False
base,active,3049.0,4039.0,4082.0,0,9261494.0,False
base,active,3051.0,4041.0,4083.0,6,9261495.0,False
base,active,3054.0,4082.0,4123.0,0,9261496.0,False
base,active,3140.0,4083.0,4433.0,6,9261497.0,True
base,active,3167.0,4083.0,4433.0,3,9261498.0,True
base,active,3190.0,4123.0,4473.0,0,9261499.0,True
base,active,,4193.0,4237.0,5,-1.0,
base,active,1074.0,4237.0,5690.0,4,9261429.0,False
base,active,1073.0,4237.0,5827.0,5,9261428.0,False
base,switching_on,,4237.0,6037.0,2 63,-3.0,
base,active,3559.0,4399.0,6180.0,1,9261500.0,False
