function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),278274431,14.401480,14.401480
<method 'get' of 'dict' objects> (~:0),180899642,7.695054,7.695054
<method 'setdefault' of 'dict' objects> (~:0),268,0.000023,0.000023
<method 'items' of 'dict' objects> (~:0),35596017,1.659827,1.659827
<method 'values' of 'dict' objects> (~:0),828461,0.052953,0.052953
<method 'append' of 'list' objects> (~:0),28973318,1.489891,1.489891
<method 'insert' of 'list' objects> (~:0),1713517,0.105501,0.105501
<method 'extend' of 'list' objects> (~:0),3393,0.000411,0.000411
<method 'pop' of 'list' objects> (~:0),2489,0.000672,0.000672
<method 'sort' of 'list' objects> (~:0),28473710,25.478550,45.515183
<method 'join' of 'str' objects> (~:0),3124,0.000870,0.000870
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),32180,0.005704,0.009561
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),484179,0.022728,0.022728
<built-in method builtins.isinstance> (~:0),4008,0.001155,0.001155
<built-in method builtins.len> (~:0),61577814,2.517885,2.517885
<built-in method builtins.max> (~:0),32249593,2.995496,2.995496
<built-in method builtins.min> (~:0),3529497,1.551827,2.740777
<built-in method builtins.next> (~:0),8863,0.001567,0.003366
<built-in method builtins.round> (~:0),4000,0.003054,0.003054
<built-in method builtins.sorted> (~:0),2060716,4.629868,8.667254
<built-in method builtins.sum> (~:0),12445,0.012299,0.044448
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000014,0.000014
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),829779539,130.854163,130.854163
<built-in method math.isinf> (~:0),330683934,9.993567,9.993567
<built-in method _bisect.bisect_left> (~:0),1997,0.002614,0.003821
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000021
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000143
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000058
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000025,0.000050
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2124,0.003085,0.007323
_future_fcfs_seed_head (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:147),2350,0.960274,151.931926
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000205,0.000273
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2489,0.040597,0.353746
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.002483,0.002547
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1623,0.013997,2619.491411
