function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3652090,0.157779,0.157779
<method 'setdefault' of 'dict' objects> (~:0),400,0.000033,0.000033
<method 'items' of 'dict' objects> (~:0),16718,0.001092,0.001092
<method 'values' of 'dict' objects> (~:0),2552,0.000200,0.000200
<method 'append' of 'list' objects> (~:0),428209,0.021765,0.021765
<method 'insert' of 'list' objects> (~:0),66028,0.003884,0.003884
<method 'extend' of 'list' objects> (~:0),3325,0.000297,0.000297
<method 'pop' of 'list' objects> (~:0),2552,0.000294,0.000294
<method 'sort' of 'list' objects> (~:0),9868,0.004844,0.007502
<method 'join' of 'str' objects> (~:0),3238,0.000648,0.000648
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),23810,0.004038,0.007121
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),489992,0.022305,0.022305
<built-in method builtins.isinstance> (~:0),4008,0.000385,0.000385
<built-in method builtins.len> (~:0),1273091,0.040404,0.040404
<built-in method builtins.max> (~:0),12,0.000002,0.000002
<built-in method builtins.min> (~:0),11502,0.002340,0.005827
<built-in method builtins.next> (~:0),11830,0.001808,0.004326
<built-in method builtins.round> (~:0),4000,0.001004,0.001004
<built-in method builtins.sorted> (~:0),14650,0.016828,0.025233
<built-in method builtins.sum> (~:0),14760,0.012525,0.044923
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000004,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
