function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),52142,0.007007,0.007007
<method 'get' of 'dict' objects> (~:0),56853267,5.731941,5.731941
<method 'setdefault' of 'dict' objects> (~:0),53312,0.011540,0.011540
<method 'items' of 'dict' objects> (~:0),59440,0.010517,0.010517
<method 'values' of 'dict' objects> (~:0),46527,0.010965,0.010965
<method 'append' of 'list' objects> (~:0),7257650,0.848611,0.848611
<method 'insert' of 'list' objects> (~:0),35686,0.043008,0.043008
<method 'extend' of 'list' objects> (~:0),354746,0.092743,0.110374
<method 'pop' of 'list' objects> (~:0),46527,0.038935,0.038935
<method 'sort' of 'list' objects> (~:0),18225,0.010458,0.010458
<method 'join' of 'str' objects> (~:0),51643,0.018557,0.018557
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),20046,0.005159,0.005159
<built-in method builtins.hasattr> (~:0),8,0.000003,0.000003
<built-in method builtins.isinstance> (~:0),43372,0.011613,0.011613
<built-in method builtins.len> (~:0),273801,0.041157,0.041157
<built-in method builtins.max> (~:0),2939241,0.272776,0.272776
<built-in method builtins.min> (~:0),290582,0.082586,0.231445
<built-in method builtins.next> (~:0),76248,0.025948,0.860918
<built-in method builtins.round> (~:0),43356,0.040543,0.040543
<built-in method builtins.sorted> (~:0),46527,0.042006,0.090594
<built-in method builtins.sum> (~:0),232635,0.654484,1.741725
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000004,0.000004
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000111,0.000111
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000002,0.000002
<built-in method time.time_ns> (~:0),4,0.000002,0.000002
