function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),104061,0.013821,0.013821
<method 'get' of 'dict' objects> (~:0),47468721,4.930338,4.930338
<method 'setdefault' of 'dict' objects> (~:0),27990,0.006086,0.006086
<method 'items' of 'dict' objects> (~:0),42138,0.007797,0.007797
<method 'values' of 'dict' objects> (~:0),37680,0.011000,0.011000
<method 'append' of 'list' objects> (~:0),6861325,0.843881,0.843881
<method 'insert' of 'list' objects> (~:0),26839,0.041180,0.041180
<method 'extend' of 'list' objects> (~:0),140509,0.061264,0.080030
<method 'pop' of 'list' objects> (~:0),37680,0.037291,0.037291
<method 'sort' of 'list' objects> (~:0),14130,0.008328,0.008328
<method 'join' of 'str' objects> (~:0),39174,0.016290,0.016290
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),29872,0.008168,0.008168
<built-in method builtins.hasattr> (~:0),8,0.000003,0.000003
<built-in method builtins.isinstance> (~:0),43372,0.012369,0.012369
<built-in method builtins.len> (~:0),287706,0.042466,0.042466
<built-in method builtins.max> (~:0),2678853,0.254571,0.254571
<built-in method builtins.min> (~:0),1100628,0.170969,0.325307
<built-in method builtins.next> (~:0),43290,0.018247,0.489402
<built-in method builtins.round> (~:0),43356,0.029666,0.029666
<built-in method builtins.sorted> (~:0),45139,0.165061,0.275264
<built-in method builtins.sum> (~:0),188400,0.537416,1.441944
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000006,0.000006
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000100,0.000100
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000002,0.000002
<built-in method time.time_ns> (~:0),4,0.000002,0.000002
<built-in method _bisect.bisect_left> (~:0),28329,0.098369,0.162136
format (/usr/lib/python3.13/logging/__init__.py:699),4,0.000005,0.000024
_log (/usr/lib/python3.13/logging/__init__.py:1641),4,0.000010,0.000338
findCaller (/usr/lib/python3.13/logging/__init__.py:1592),4,0.000013,0.000038
isEnabledFor (/usr/lib/python3.13/logging/__init__.py:1765),77114,0.017522,0.017522
__init__ (/usr/lib/python3.13/logging/__init__.py:298),4,0.000050,0.000104
callHandlers (/usr/lib/python3.13/logging/__init__.py:1721),4,0.000005,0.000170
proceed (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:173),37680,1.057603,13.190050
update_custom_resources_agenda_global (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:94),37680,3.167948,4.805219
events_builder (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:132),37680,0.495488,0.977790
prep_schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:291),37680,1.584797,7.474746
allocate (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:45),10839,0.105150,0.301479
push_event (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:110),28335,0.053292,0.262391
advance (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:300),25814,0.210369,25.991374
update_energy (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:176),37680,2.152003,2.669879
