function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),1000,0.000083,0.000083
<method 'get' of 'dict' objects> (~:0),64234983,2.330545,2.330545
<method 'setdefault' of 'dict' objects> (~:0),426,0.000031,0.000031
<method 'items' of 'dict' objects> (~:0),510671,0.032418,0.032418
<method 'values' of 'dict' objects> (~:0),504792,0.030487,0.030487
<method 'append' of 'list' objects> (~:0),8315687,0.366621,0.366621
<method 'insert' of 'list' objects> (~:0),1851,0.000236,0.000236
<method 'extend' of 'list' objects> (~:0),3233,0.000349,0.000349
<method 'pop' of 'list' objects> (~:0),2342,0.000419,0.000419
<method 'sort' of 'list' objects> (~:0),827,0.000150,0.000150
<method 'join' of 'str' objects> (~:0),3120,0.000731,0.000731
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),17089,0.002564,0.004449
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),457766,0.019597,0.019597
<built-in method builtins.isinstance> (~:0),4008,0.000568,0.000568
<built-in method builtins.len> (~:0),3705060,0.150953,0.150953
<built-in method builtins.min> (~:0),510037,0.214339,0.419994
<built-in method builtins.next> (~:0),8148,0.001218,0.003346
<built-in method builtins.round> (~:0),4000,0.001551,0.001551
<built-in method builtins.sorted> (~:0),1007249,0.676054,1.025267
<built-in method builtins.sum> (~:0),11710,0.010188,0.038911
basename (<frozen posixpath>:140),4,0.000005,0.000008
splitext (<frozen posixpath>:117),4,0.000004,0.000009
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),9,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),9,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000014,0.000014
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),366236374,53.101909,53.101909
<built-in method math.isinf> (~:0),32237316,0.831004,0.831004
<built-in method _bisect.bisect_left> (~:0),1998,0.001986,0.002841
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000018
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000022
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000008,0.000163
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000005,0.000065
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000027,0.000055
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000210,0.000281
_current_fcfs_commit (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:50),2342,0.006655,0.053043
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2342,0.030346,0.284105
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000985,0.001044
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1602,0.009284,186.121001
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2126,0.002328,0.005539
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),12,0.000330,0.001520
schedule (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:24),2342,0.051420,185.817082
_append_planned_compute (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:94),501450,0.812172,1.302945
build_callbacks (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:297),2342,0.038968,0.062210
_future_fcfs_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:82),2342,1.103030,184.596983
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:484),2342,0.048321,0.065933
_emit_wake_triggers_from_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:134),2342,0.105300,0.107225
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:398),4684,0.010307,0.072517
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:138),457758,0.058985,0.078607
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:318),1000,0.006523,0.017057
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2342,0.048913,0.054409
_mark_timed_out_nodes (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:373),2342,0.007471,0.038601
_rebuild_next_releases_global (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:206),2342,0.281758,0.721570
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:424),2342,0.010170,0.061976
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:183),502450,117.282793,182.129950
_update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:64),812,0.000437,0.000512
compute (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),1000,0.002497,0.011630
record (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:136),4684,0.005002,0.218177
update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:227),2342,0.055085,0.128725
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),7,0.000346,0.001307
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:86),7,0.000030,0.000191
turn_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:102),7,0.000033,0.000196
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:34),2342,0.019010,0.019010
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:137),2342,0.000316,0.000316
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:165),7,0.000011,0.000011
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:166),7,0.000018,0.000018
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:167),7,0.000010,0.000010
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:196),502450,1.217255,1.217255
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:243),502450,1.225332,1.225332
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:98),19555,0.043217,0.043217
_releases_by_id (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:97),19555,0.005196,0.048413
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:292),12871,0.000918,0.000918
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:326),1000,0.000279,0.000279
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:328),1000,0.000267,0.000267
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:336),4000,0.000716,0.000716
_filter_out (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:335),4000,0.001090,0.001806
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:422),4684,0.003089,0.003089
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:431),2342,0.005822,0.005822
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:432),2342,0.000472,0.000472
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:449),2873,0.002454,0.002454
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:65),812,0.000075,0.000075
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:139),2033,0.005585,0.005585
release (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:127),1000,0.001360,0.005007
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:95),12,0.000044,0.000268
add_job_to_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:18),1000,0.000197,0.000245
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:111),1000,0.001100,0.004549
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:187),502450,4.636695,5.461581
_append_phase_abs (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:123),5822,0.001954,0.002282
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:127),12463,0.000855,0.000855
start_simulator (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:157),1,0.000000,0.000000
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:12),1,0.000001,0.000028
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:85),2342,0.040887,0.057750
_wake_lead_time (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:172),3181,0.000966,0.005258
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:407),4684,0.038920,0.058757
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:161),1,0.000005,0.000538
_trace (/home/raka/SPARS-Pub/SPARS/Logger.py:10),5590,0.002047,0.003124
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:199),3120,0.001387,0.001572
release (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:101),1000,0.000467,0.005473
turn_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:113),7,0.000006,0.000212
turn_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:117),7,0.000006,0.000210
turn_on (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:91),7,0.000029,0.000198
_transition_time (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:166),457758,0.183864,0.318077
validate_duplication (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:36),1033,0.000754,0.000886
prep_schedule (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:505),2342,0.003687,0.865215
print_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:79),1,0.000048,0.000103
update_node_state_duration (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:207),2342,0.029794,0.029794
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:132),474,0.000550,0.000789
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:171),378,0.000441,0.000631
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:95),2376165,0.202279,0.202279
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:344),5900,0.000615,0.000615
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:268),15213,0.006505,0.006505
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:270),128200,0.010357,0.010357
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:61),5900,0.002762,0.002762
_recalculate_release_at (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:109),149888,0.037852,0.043962
_get_nodes_by_ids (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:138),2033,0.001507,0.007300
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:88),149888,0.016862,0.016862
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:157),7,0.000014,0.000014
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:158),7,0.000010,0.000010
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:279),3558305,0.347641,0.347641
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:288),502450,0.118505,0.118505
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:86),1387,0.000166,0.000166
set_time (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:93),2342,0.000523,0.000523
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:264),12993,0.000914,0.000914
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:271),13230,0.000918,0.000918
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:274),19608,0.001276,0.001276
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:283),7718,0.000565,0.000565
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:234),2342,0.006977,0.006977
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:235),2342,0.006605,0.006605
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:236),2342,0.006282,0.006282
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:263),3027,0.004009,0.004009
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:264),6201,0.003826,0.003826
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:266),8957,0.004025,0.004025
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:85),1107,0.001446,0.002186
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:120),1,0.000020,0.000407
schedule (/home/raka/SPARS-Pub/SPARS/Simulator/Scheduler.py:34),2342,0.002845,185.820450
_remaining_idle_timeout (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:173),213632,0.099599,0.099599
log_info (/home/raka/SPARS-Pub/SPARS/Logger.py:47),4,0.000003,0.000174
_schedule_next_rl_tick (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:150),2342,0.000286,0.000286
current_process (/usr/lib/python3.11/multiprocessing/process.py:37),4,0.000001,0.000001
name (/usr/lib/python3.11/multiprocessing/process.py:189),4,0.000001,0.000001
<method 'disable' of '_lsprof.Profiler' objects> (~:0),1,0.000000,0.000000
isEnabledFor (/usr/lib/python3.11/logging/__init__.py:1734),5594,0.001075,0.001077
name (/usr/lib/python3.11/threading.py:1152),4,0.000002,0.000002
usesTime (/usr/lib/python3.11/logging/__init__.py:432),4,0.000002,0.000003
