function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),278215224,14.211556,14.211556
<method 'get' of 'dict' objects> (~:0),180939101,7.862441,7.862441
<method 'setdefault' of 'dict' objects> (~:0),336,0.000028,0.000028
<method 'items' of 'dict' objects> (~:0),35590995,1.591840,1.591840
<method 'values' of 'dict' objects> (~:0),828098,0.053156,0.053156
<method 'append' of 'list' objects> (~:0),28961671,1.466994,1.466994
<method 'insert' of 'list' objects> (~:0),1712097,0.105176,0.105176
<method 'extend' of 'list' objects> (~:0),3393,0.000416,0.000416
<method 'pop' of 'list' objects> (~:0),2507,0.000624,0.000624
<method 'sort' of 'list' objects> (~:0),28460535,25.083924,46.034490
<method 'join' of 'str' objects> (~:0),3145,0.000865,0.000865
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),33446,0.005739,0.009725
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),486748,0.022283,0.022283
<built-in method builtins.isinstance> (~:0),4008,0.001018,0.001018
<built-in method builtins.len> (~:0),61556813,2.470036,2.470036
<built-in method builtins.max> (~:0),32236118,2.994659,2.994659
<built-in method builtins.min> (~:0),3528227,1.546227,2.714933
<built-in method builtins.next> (~:0),9569,0.001632,0.003787
<built-in method builtins.round> (~:0),4000,0.002473,0.002473
<built-in method builtins.sorted> (~:0),2059783,4.586715,8.690352
<built-in method builtins.sum> (~:0),12535,0.011752,0.044399
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000009
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000004,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),829605524,127.951190,127.951190
<built-in method math.isinf> (~:0),330568095,9.834866,9.834866
<built-in method _bisect.bisect_left> (~:0),2015,0.002513,0.003681
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000017
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000020
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000005,0.000149
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000062
