function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),91007,0.011575,0.011575
<method 'get' of 'dict' objects> (~:0),47029254,4.707018,4.707018
<method 'setdefault' of 'dict' objects> (~:0),31992,0.006284,0.006284
<method 'items' of 'dict' objects> (~:0),44003,0.007263,0.007263
<method 'values' of 'dict' objects> (~:0),37351,0.008640,0.008640
<method 'append' of 'list' objects> (~:0),6659693,0.775437,0.775437
<method 'insert' of 'list' objects> (~:0),26515,0.031892,0.031892
<method 'extend' of 'list' objects> (~:0),155666,0.057383,0.074995
<method 'pop' of 'list' objects> (~:0),37351,0.030179,0.030179
<method 'sort' of 'list' objects> (~:0),13357,0.006749,0.006749
<method 'join' of 'str' objects> (~:0),40576,0.015053,0.015053
<method 'find' of 'str' objects> (~:0),4,0.000002,0.000002
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),28186,0.006311,0.006311
<built-in method builtins.hasattr> (~:0),8,0.000002,0.000002
<built-in method builtins.isinstance> (~:0),43372,0.010651,0.010651
<built-in method builtins.len> (~:0),191138,0.028930,0.028930
<built-in method builtins.max> (~:0),2655137,0.239327,0.239327
<built-in method builtins.min> (~:0),936712,0.140592,0.285842
<built-in method builtins.next> (~:0),48232,0.017503,0.526825
<built-in method builtins.round> (~:0),43356,0.027233,0.027233
<built-in method builtins.sorted> (~:0),37351,0.032827,0.070254
<built-in method builtins.sum> (~:0),186755,0.505957,1.373150
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000004,0.000004
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000078,0.000078
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time_ns> (~:0),4,0.000002,0.000002
<built-in method _bisect.bisect_left> (~:0),29736,0.083511,0.137514
format (/usr/lib/python3.13/logging/__init__.py:699),4,0.000004,0.000023
_log (/usr/lib/python3.13/logging/__init__.py:1641),4,0.000010,0.000318
findCaller (/usr/lib/python3.13/logging/__init__.py:1592),4,0.000013,0.000039
isEnabledFor (/usr/lib/python3.13/logging/__init__.py:1765),78187,0.015272,0.015272
__init__ (/usr/lib/python3.13/logging/__init__.py:298),4,0.000051,0.000100
callHandlers (/usr/lib/python3.13/logging/__init__.py:1721),4,0.000005,0.000149
proceed (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:173),37351,0.878113,12.364221
update_custom_resources_agenda_global (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:94),37351,2.945077,4.500784
events_builder (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:132),37351,0.467269,0.926624
prep_schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:291),37351,1.569931,7.110086
allocate (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:45),10839,0.093300,0.268108
push_event (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:110),29738,0.047589,0.222674
