function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3453987,0.151108,0.151108
<method 'setdefault' of 'dict' objects> (~:0),542,0.000043,0.000043
<method 'items' of 'dict' objects> (~:0),14008,0.000907,0.000907
<method 'values' of 'dict' objects> (~:0),2613,0.000218,0.000218
<method 'append' of 'list' objects> (~:0),413197,0.020417,0.020417
<method 'insert' of 'list' objects> (~:0),22261,0.001369,0.001369
<method 'extend' of 'list' objects> (~:0),3443,0.000300,0.000300
<method 'pop' of 'list' objects> (~:0),2613,0.000305,0.000305
<method 'sort' of 'list' objects> (~:0),4630,0.002347,0.003733
<method 'join' of 'str' objects> (~:0),3182,0.000632,0.000632
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),27893,0.004574,0.008090
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),501704,0.021331,0.021331
<built-in method builtins.isinstance> (~:0),4008,0.000376,0.000376
<built-in method builtins.len> (~:0),1412476,0.043008,0.043008
<built-in method builtins.max> (~:0),56,0.000008,0.000008
<built-in method builtins.min> (~:0),7686,0.002000,0.005454
<built-in method builtins.next> (~:0),14185,0.002105,0.005398
<built-in method builtins.round> (~:0),4000,0.000972,0.000972
<built-in method builtins.sorted> (~:0),9589,0.016554,0.025678
<built-in method builtins.sum> (~:0),15065,0.012832,0.047037
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000012,0.000012
