function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),1000,0.000078,0.000078
<method 'get' of 'dict' objects> (~:0),56828515,1.968214,1.968214
<method 'setdefault' of 'dict' objects> (~:0),224,0.000017,0.000017
<method 'items' of 'dict' objects> (~:0),444706,0.029617,0.029617
<method 'values' of 'dict' objects> (~:0),438942,0.026706,0.026706
<method 'append' of 'list' objects> (~:0),6567234,0.302271,0.302271
<method 'insert' of 'list' objects> (~:0),1674,0.000227,0.000227
<method 'extend' of 'list' objects> (~:0),3256,0.000343,0.000343
<method 'pop' of 'list' objects> (~:0),2298,0.000381,0.000381
<method 'sort' of 'list' objects> (~:0),781,0.000141,0.000141
<method 'join' of 'str' objects> (~:0),3057,0.000720,0.000720
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),14144,0.002357,0.004158
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),442728,0.019217,0.019217
<built-in method builtins.isinstance> (~:0),4008,0.000562,0.000562
<built-in method builtins.len> (~:0),3180158,0.131367,0.131367
<built-in method builtins.min> (~:0),444249,0.185181,0.367414
<built-in method builtins.next> (~:0),7638,0.001206,0.002681
<built-in method builtins.round> (~:0),4000,0.001444,0.001444
<built-in method builtins.sorted> (~:0),875593,0.543002,0.828482
<built-in method builtins.sum> (~:0),11490,0.010082,0.037837
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000004,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000002,0.000002
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000019,0.000019
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
