function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3423929,0.129138,0.129138
<method 'setdefault' of 'dict' objects> (~:0),224,0.000015,0.000015
<method 'items' of 'dict' objects> (~:0),16071,0.000900,0.000900
<method 'values' of 'dict' objects> (~:0),2360,0.000163,0.000163
<method 'append' of 'list' objects> (~:0),394990,0.017769,0.017769
<method 'insert' of 'list' objects> (~:0),65708,0.003386,0.003386
<method 'extend' of 'list' objects> (~:0),3326,0.000267,0.000267
<method 'pop' of 'list' objects> (~:0),2360,0.000249,0.000249
<method 'sort' of 'list' objects> (~:0),9738,0.004287,0.006659
<method 'join' of 'str' objects> (~:0),3043,0.000542,0.000542
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),14064,0.002097,0.003696
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),453128,0.017394,0.017394
<built-in method builtins.isinstance> (~:0),4008,0.000342,0.000342
<built-in method builtins.len> (~:0),1272981,0.035545,0.035545
<built-in method builtins.max> (~:0),12,0.000002,0.000002
<built-in method builtins.min> (~:0),7947,0.001845,0.004976
<built-in method builtins.next> (~:0),7464,0.001037,0.002279
<built-in method builtins.round> (~:0),4000,0.000854,0.000854
<built-in method builtins.sorted> (~:0),14464,0.014734,0.022498
<built-in method builtins.sum> (~:0),13800,0.010574,0.037486
basename (<frozen posixpath>:140),4,0.000004,0.000006
splitext (<frozen posixpath>:117),4,0.000003,0.000007
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000013,0.000013
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),286110,0.043895,0.043895
<built-in method math.isinf> (~:0),140577,0.005651,0.005651
<built-in method _bisect.bisect_left> (~:0),41810,0.004078,0.004871
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000003,0.000014
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000006,0.000018
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000007,0.000128
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000003,0.000053
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000021,0.000043
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.005316,0.021146
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2043,0.001977,0.004700
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2360,0.006192,0.015870
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2360,0.004153,0.058362
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),453120,0.054502,0.071925
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),988,0.006605,0.037355
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000186,0.000250
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2360,0.023916,0.252471
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.001164,0.001220
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1543,0.006446,1.700126
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:402),4720,0.008589,0.065553
backfill (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_auto_switch_on.py:17),2360,0.243614,0.535595
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),4,0.000143,0.000640
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:482),2360,0.038064,0.053147
_rebuild_next_releases_global (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:193),2360,0.269822,0.670091
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:438),2360,0.004947,0.044054
find_node_combination (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_auto_switch_on.py:58),7913,0.060101,0.196977
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2360,0.045933,0.051071
record (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:136),4720,0.003868,0.199585
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),7,0.000208,0.000735
