function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),3021229,0.122368,0.122368
<method 'setdefault' of 'dict' objects> (~:0),560,0.000041,0.000041
<method 'items' of 'dict' objects> (~:0),8927,0.000570,0.000570
<method 'values' of 'dict' objects> (~:0),2565,0.000192,0.000192
<method 'append' of 'list' objects> (~:0),403391,0.018948,0.018948
<method 'insert' of 'list' objects> (~:0),2137,0.000208,0.000208
<method 'extend' of 'list' objects> (~:0),3245,0.000266,0.000266
<method 'pop' of 'list' objects> (~:0),2565,0.000279,0.000279
<method 'sort' of 'list' objects> (~:0),1977,0.001210,0.002012
<method 'join' of 'str' objects> (~:0),3324,0.000601,0.000601
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),32850,0.005184,0.009123
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),492488,0.020455,0.020455
<built-in method builtins.isinstance> (~:0),4008,0.000357,0.000357
<built-in method builtins.len> (~:0),21421,0.001290,0.001290
<built-in method builtins.min> (~:0),9178,0.001992,0.005241
<built-in method builtins.next> (~:0),15285,0.002116,0.005305
<built-in method builtins.round> (~:0),4000,0.000862,0.000862
<built-in method builtins.sorted> (~:0),4565,0.001985,0.003855
<built-in method builtins.sum> (~:0),14825,0.011920,0.042791
basename (<frozen posixpath>:140),4,0.000004,0.000006
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000001
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000014,0.000014
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),304402,0.048868,0.048868
<built-in method math.isinf> (~:0),149663,0.006468,0.006468
<built-in method _bisect.bisect_left> (~:0),2200,0.001890,0.002751
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000019
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000005,0.000141
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000060
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000025,0.000050
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.005499,0.024334
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:438),2565,0.006816,0.051578
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2565,0.006925,0.018754
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2565,0.005052,0.047111
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),1000,0.007046,0.017266
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),492480,0.064026,0.084512
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2565,0.025761,0.292197
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000755,0.000814
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2329,0.002320,0.005412
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1738,0.006984,1.333030
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:402),5130,0.010399,0.074155
