function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),1000,0.000087,0.000087
<method 'get' of 'dict' objects> (~:0),57034794,1.971074,1.971074
<method 'setdefault' of 'dict' objects> (~:0),248,0.000019,0.000019
<method 'items' of 'dict' objects> (~:0),445548,0.029587,0.029587
<method 'values' of 'dict' objects> (~:0),439565,0.027185,0.027185
<method 'append' of 'list' objects> (~:0),6648058,0.303231,0.303231
<method 'insert' of 'list' objects> (~:0),1778,0.000251,0.000251
<method 'extend' of 'list' objects> (~:0),3263,0.000350,0.000350
<method 'pop' of 'list' objects> (~:0),2389,0.000439,0.000439
<method 'sort' of 'list' objects> (~:0),867,0.000164,0.000164
<method 'join' of 'str' objects> (~:0),3151,0.000742,0.000742
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),15572,0.002741,0.004729
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),466527,0.020345,0.020345
<built-in method builtins.isinstance> (~:0),4008,0.000616,0.000616
<built-in method builtins.len> (~:0),3194061,0.131001,0.131001
<built-in method builtins.min> (~:0),447087,0.186440,0.368117
<built-in method builtins.next> (~:0),8428,0.001363,0.003029
<built-in method builtins.round> (~:0),4000,0.001666,0.001666
<built-in method builtins.sorted> (~:0),876759,0.541469,0.845573
<built-in method builtins.sum> (~:0),11945,0.010574,0.039428
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000005,0.000010
normcase (<frozen posixpath>:52),12,0.000004,0.000005
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000004,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),9,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),9,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),283276313,41.468014,41.468014
<built-in method math.isinf> (~:0),28059971,0.722802,0.722802
<built-in method _bisect.bisect_left> (~:0),2025,0.002062,0.002967
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000017
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000008,0.000022
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000008,0.000165
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000005,0.000065
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000027,0.000055
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2151,0.002456,0.005820
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000209,0.000281
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2389,0.029846,0.288360
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000998,0.001060
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1626,0.009231,149.326883
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),15,0.000197,0.000896
schedule (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:24),2389,0.052991,149.018623
build_callbacks (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:297),2389,0.040961,0.064650
_append_planned_compute (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:94),436176,0.693833,1.122167
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:484),2389,0.049268,0.065643
_future_fcfs_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:82),2389,0.944985,147.777629
