function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),1000,0.000077,0.000077
<method 'get' of 'dict' objects> (~:0),57056207,2.104822,2.104822
<method 'setdefault' of 'dict' objects> (~:0),326,0.000026,0.000026
<method 'items' of 'dict' objects> (~:0),445419,0.028607,0.028607
<method 'values' of 'dict' objects> (~:0),439296,0.026825,0.026825
<method 'append' of 'list' objects> (~:0),6676020,0.306700,0.306700
<method 'insert' of 'list' objects> (~:0),1882,0.000241,0.000241
<method 'extend' of 'list' objects> (~:0),3260,0.000343,0.000343
<method 'pop' of 'list' objects> (~:0),2427,0.000400,0.000400
<method 'sort' of 'list' objects> (~:0),905,0.000160,0.000160
<method 'join' of 'str' objects> (~:0),3205,0.000753,0.000753
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),18483,0.003182,0.005540
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),474347,0.020836,0.020836
<built-in method builtins.isinstance> (~:0),4008,0.000556,0.000556
<built-in method builtins.len> (~:0),3191008,0.132337,0.132337
<built-in method builtins.min> (~:0),447558,0.187054,0.368161
<built-in method builtins.next> (~:0),9970,0.001588,0.003651
<built-in method builtins.round> (~:0),4000,0.001411,0.001411
<built-in method builtins.sorted> (~:0),876197,0.544697,0.854585
<built-in method builtins.sum> (~:0),12135,0.010527,0.040610
basename (<frozen posixpath>:140),4,0.000005,0.000008
splitext (<frozen posixpath>:117),4,0.000004,0.000009
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000001
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),9,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),9,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
