function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),341599043,16.305246,16.305246
<method 'get' of 'dict' objects> (~:0),201218370,7.903587,7.903587
<method 'setdefault' of 'dict' objects> (~:0),472,0.000035,0.000035
<method 'items' of 'dict' objects> (~:0),43390408,1.808122,1.808122
<method 'values' of 'dict' objects> (~:0),933588,0.057313,0.057313
<method 'append' of 'list' objects> (~:0),34250595,1.568699,1.568699
<method 'insert' of 'list' objects> (~:0),1998459,0.112953,0.112953
<method 'extend' of 'list' objects> (~:0),3412,0.000398,0.000398
<method 'pop' of 'list' objects> (~:0),2534,0.000749,0.000749
<method 'sort' of 'list' objects> (~:0),32528569,29.353732,52.834962
<method 'join' of 'str' objects> (~:0),3150,0.000889,0.000889
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),34046,0.005444,0.009129
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),495380,0.021442,0.021442
<built-in method builtins.isinstance> (~:0),4008,0.001188,0.001188
<built-in method builtins.len> (~:0),74358837,2.694256,2.694256
<built-in method builtins.max> (~:0),37272449,3.219404,3.219404
<built-in method builtins.min> (~:0),4155012,1.647728,2.918577
<built-in method builtins.next> (~:0),9740,0.001572,0.003970
<built-in method builtins.round> (~:0),4000,0.003292,0.003292
<built-in method builtins.sorted> (~:0),2326746,5.193822,9.802448
<built-in method builtins.sum> (~:0),12670,0.011301,0.041339
basename (<frozen posixpath>:140),4,0.000005,0.000008
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000016,0.000016
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),1018174491,149.853987,149.853987
<built-in method math.isinf> (~:0),401834009,10.967036,10.967036
<built-in method _bisect.bisect_left> (~:0),2025,0.002643,0.003806
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000022
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000149
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000005,0.000062
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000025,0.000051
_future_fcfs_seed_head (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:147),2462,1.013728,169.540441
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:398),5068,0.011716,0.076986
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2534,0.040081,0.341533
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.002658,0.002719
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2156,0.003101,0.007303
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1644,0.014885,3112.425707
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),27,0.000384,0.001764
build_callbacks (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:297),2534,0.045815,0.071874
_future_fcfs_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:82),2462,1.029392,170.067921
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:138),495372,0.066920,0.088390
_current_fcfs_commit (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:50),2534,0.006887,0.044788
_mark_timed_out_nodes (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:373),2534,0.006510,0.032211
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:318),1000,0.007337,0.018473
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2534,0.059156,0.066269
