function,ncalls,tottime_s,cumtime_s
on_host_state_changed (new_monitors.py:57),10696,0.010715,0.021185
__get_key_from_state (new_monitors.py:65),10696,0.009079,0.009079
schedule (easy_backfilling.py:14),4703,0.102072,47.160448
<lambda> (easy_backfilling.py:31),280128,0.025838,0.025838
<listcomp> (easy_backfilling.py:40),4377,0.029108,0.036363
<listcomp> (easy_backfilling.py:48),746296,0.267141,0.332550
<listcomp> (easy_backfilling.py:52),242,0.000184,0.000212
<listcomp> (easy_backfilling.py:57),8,0.000013,0.000014
backfill (easy_backfilling.py:21),4377,0.975753,44.045788
record_backfill (easy_backfilling.py:61),250,0.001362,0.001648
<listcomp> (fcfs.py:19),750,0.001535,0.002135
schedule (fcfs.py:10),4703,0.039107,2.664413
setup_callback (timeout_policy.py:28),4900,0.007272,0.069499
callback (timeout_policy.py:32),4900,0.018136,0.122782
_rm_socket (context.py:283),1,0.000006,0.000014
_should_collect_from_parameters (typing_extensions.py:173),2,0.000001,0.000001
get_origin (typing_extensions.py:1529),2,0.000002,0.000003
__del__ (socket.py:184),1,0.000002,0.000002
close (socket.py:245),1,0.000047,0.000062
send (socket.py:623),2512,0.167174,0.167174
_deserialize (socket.py:808),2511,0.005737,0.542183
send_json (socket.py:992),2512,0.020932,0.294271
<lambda> (socket.py:1032),2511,0.018800,0.536446
recv_json (socket.py:1011),2511,2.210871,2.753054
dumps (jsonapi.py:20),2512,0.013509,0.106165
loads (jsonapi.py:28),2511,0.021711,0.517646
_has_generic_or_protocol_as_origin (typing_extensions.py:3389),1,0.000008,0.000008
_is_unpacked_typevartuple (typing_extensions.py:3411),2,0.000002,0.000005
_collect_type_vars (typing_extensions.py:3424),1,0.000006,0.000020
__init__ (protocol.py:571),936,0.003868,0.005852
__init__ (protocol.py:651),1,0.000003,0.000006
__init__ (protocol.py:729),1000,0.006241,0.097952
_get_data_dict (protocol.py:745),1000,0.003643,0.021617
__init__ (protocol.py:776),4900,0.012126,0.017732
_get_data_dict (protocol.py:785),936,0.001705,0.001705
__init__ (protocol.py:933),43,0.000184,0.001644
add_resource (protocol.py:946),405,0.000560,0.013975
_get_data_dict (protocol.py:954),43,0.000111,0.000629
__init__ (protocol.py:1022),2511,0.033773,0.048132
__call__ (protocol.py:1034),10473,0.073221,0.325098
is_connected (protocol.py:1069),5023,0.006724,0.006724
close (protocol.py:1086),1,0.000007,0.000071
send (protocol.py:1092),2512,0.024168,0.402245
recv (protocol.py:1109),2511,0.018184,2.821751
update_info (monitors.py:146),2000,0.051083,0.332776
update_complete_info (monitors.py:166),1000,0.014272,0.122286
on_simulation_ends (monitors.py:249),1,0.000009,0.000016
on_job_submitted (monitors.py:258),1000,0.002908,0.002908
on_job_completed (monitors.py:264),1000,0.015869,0.106400
on_simulation_ends (monitors.py:365),2,0.000075,0.001364
on_host_state_changed (monitors.py:370),21392,0.013738,0.251301
update_info (monitors.py:377),21520,0.158524,0.238808
on_simulation_ends (monitors.py:485),1,0.000007,0.000008
on_host_state_changed (monitors.py:550),10696,0.036429,0.051046
__get_key_from_state (monitors.py:566),10696,0.006118,0.006118
on_job_started (monitors.py:738),1000,0.001482,0.247079
on_job_completed (monitors.py:741),1000,0.001633,0.258271
on_host_state_changed (monitors.py:744),10696,0.012595,2.722711
update_info (monitors.py:747),12696,1.369804,3.212352
__new__ (procset.py:40),59154,0.039402,0.062616
__format__ (procset.py:64),1742,0.005482,0.007205
__len__ (procset.py:72),3484,0.001334,0.001334
__eq__ (procset.py:88),31046,0.003691,0.003691
__lt__ (procset.py:91),44390,0.003401,0.003401
__gt__ (procset.py:96),146680,0.010061,0.010061
__str__ (protocol.py:44),31856,0.015153,0.037704
__init__ (procset.py:109),5491,0.047275,0.472706
<genexpr> (procset.py:150),2785,0.002058,0.003335
<genexpr> (procset.py:154),2785,0.005943,0.014300
from_str (procset.py:125),1043,0.006254,0.078568
__str__ (procset.py:161),1043,0.000897,0.018491
<genexpr> (procset.py:173),2785,0.000965,0.009448
__format__ (procset.py:164),1043,0.004716,0.015837
__iter__ (procset.py:180),6391,0.004558,0.004558
<genexpr> (procset.py:246),5570,0.001506,0.004320
__len__ (procset.py:244),2086,0.002171,0.008257
_flatten (procset.py:328),142322,0.038577,0.138090
_merge_core (procset.py:338),93439,0.114777,0.350905
_merge (procset.py:370),57817,0.047951,0.430706
update (procset.py:521),405,0.000682,0.005957
_as_procint (procset.py:667),43580,0.045045,0.070789
_as_itvs (procset.py:681),44390,0.023891,0.099513
__init__ (simulator.py:74),280128,0.085151,0.085151
<listcomp> (simulator.py:147),22537,0.727040,1.726231
queue (simulator.py:144),22537,0.017493,1.743723
<genexpr> (simulator.py:156),554194,0.726516,1.105826
agenda (simulator.py:149),284505,0.890252,2.750388
platform (simulator.py:169),790706,0.113261,0.113261
is_running (simulator.py:174),23140,0.006835,0.006835
current_time (simulator.py:179),1174192,0.291968,0.479236
close (simulator.py:281),1,0.000023,0.001587
proceed_time (simulator.py:291),2511,0.015415,28.821165
set_callback (simulator.py:356),4900,0.015051,0.060511
<genexpr> (simulator.py:414),2000,0.015797,0.034197
allocate (simulator.py:383),1000,0.015220,2.150639
switch_on (simulator.py:491),192,0.000713,0.061020
switch_off (simulator.py:517),256,0.000875,0.083462
__dispatch_event (simulator.py:572),20045,0.080903,24.813239
<listcomp> (simulator.py:597),4553,0.142646,0.419932
<listcomp> (simulator.py:602),2064,0.005141,0.019001
__start_runnable_jobs (simulator.py:585),4554,0.046992,2.532731
__goto_next_batsim_event (simulator.py:627),2511,0.018438,28.803339
__close_simulator (simulator.py:636),1,0.000020,0.000075
<genexpr> (simulator.py:647),8865,0.004041,0.004322
__set_batsim_call_me_later (simulator.py:643),4900,0.015560,0.041206
get_old_request (simulator.py:652),448,0.000546,0.000831
__set_batsim_host_pstate (simulator.py:650),448,0.000949,0.018364
__handle_batsim_events (simulator.py:669),2511,0.042262,28.038706
__send_requests (simulator.py:679),2511,0.026743,0.481601
__on_batsim_simulation_ends (simulator.py:688),1,0.000021,0.009179
__on_batsim_host_state_changed (simulator.py:696),43,0.002499,0.575848
__on_batsim_requested_call (simulator.py:735),936,0.012677,0.142404
__on_batsim_job_submitted (simulator.py:742),1000,0.009296,10.178759
<genexpr> (simulator.py:751),2000,0.025084,0.046219
__on_batsim_job_completed (simulator.py:748),1000,0.030947,14.258489
__on_batsim_notify (simulator.py:770),1,0.000003,0.000004
__str__ (protocol.py:64),1979,0.005324,0.009889
__init__ (protocol.py:95),5943,0.007521,0.008064
timestamp (protocol.py:100),6342,0.002082,0.002082
type (protocol.py:105),1979,0.000575,0.000575
_get_extra_params_dict (protocol.py:119),1979,0.000391,0.000391
to_json (protocol.py:127),1979,0.014332,0.051045
__init__ (protocol.py:156),2981,0.005784,0.006156
timestamp (protocol.py:161),8943,0.002310,0.002310
type (protocol.py:166),8943,0.001464,0.001464
<genexpr> (protocol.py:188),9983,0.010405,0.012911
<lambda> (protocol.py:194),4960,0.002158,0.002753
__init__ (protocol.py:184),5023,0.021007,0.061513
now (protocol.py:196),5023,0.002452,0.002452
events (protocol.py:201),5023,0.005506,0.005506
<listcomp> (protocol.py:214),2512,0.003581,0.064616
to_json (protocol.py:206),2512,0.010709,0.079160
__init__ (protocol.py:232),1,0.000014,0.000019
notify_type (protocol.py:242),1,0.000000,0.000000
__init__ (protocol.py:263),1000,0.015342,0.106966
job_id (protocol.py:270),61031,0.004555,0.004555
job_state (protocol.py:275),1000,0.000388,0.000388
__init__ (protocol.py:301),43,0.000372,0.004073
resources (protocol.py:306),43,0.000010,0.000010
state (protocol.py:311),448,0.000158,0.000158
json_to_profile (protocol.py:378),1000,0.002952,0.007306
__init__ (protocol.py:519),1000,0.012701,0.035410
job (protocol.py:536),3000,0.000628,0.000628
__str__ (jobs.py:21),3000,0.003291,0.007066
__init__ (jobs.py:32),1000,0.001107,0.001107
name (jobs.py:35),3000,0.001621,0.001621
__init__ (jobs.py:158),1000,0.003247,0.004353
__init__ (jobs.py:416),1000,0.007166,0.012038
id (jobs.py:463),4541297,0.417578,0.417578
name (jobs.py:468),3000,0.005044,0.008431
workload (jobs.py:473),3000,0.001943,0.002998
subtime (jobs.py:478),46250,0.005618,0.005618
storage_mapping (jobs.py:483),2000,0.000937,0.000937
res (jobs.py:488),25493,0.012805,0.012805
profile (jobs.py:493),5000,0.001307,0.001307
walltime (jobs.py:498),575714,0.062970,0.062970
state (jobs.py:508),10000,0.003767,0.003767
allocation (jobs.py:513),13128,0.008184,0.008184
is_running (jobs.py:521),278097,0.091570,0.091570
is_runnable (jobs.py:526),806224,0.277607,0.277607
is_submitted (jobs.py:531),4041612,0.999924,0.999924
start_time (jobs.py:551),679930,0.073353,0.073353
stop_time (jobs.py:556),73000,0.008546,0.008546
waiting_time (jobs.py:561),42000,0.025163,0.036802
runtime (jobs.py:569),36000,0.030945,0.054469
stretch (jobs.py:580),5000,0.006617,0.015727
turnaround_time (jobs.py:591),13000,0.012397,0.073192
per_processor_slowdown (jobs.py:599),1000,0.002758,0.015826
slowdown (jobs.py:607),3000,0.005251,0.052652
_allocate (jobs.py:615),1000,0.005959,0.015668
_submit (jobs.py:682),1000,0.004918,0.005378
_start (jobs.py:704),1000,0.003185,0.003848
_terminate (jobs.py:728),1000,0.005489,0.008598
id (resources.py:95),43936,0.005307,0.005307
watt_idle (resources.py:100),175416,0.019714,0.019714
watt_full (resources.py:105),1471192,0.160695,0.160695
type (resources.py:110),6400,0.000723,0.000723
id (resources.py:332),2483486,0.234873,0.234873
state (resources.py:342),42912,0.004738,0.004738
jobs (resources.py:347),285028,0.111103,0.111103
pstate (resources.py:352),2546128,0.212472,0.212472
is_allocated (resources.py:373),48121255,8.015633,8.015633
is_idle (resources.py:378),46063,0.015251,0.015251
is_computing (resources.py:383),849614,0.241118,0.241118
is_switching_off (resources.py:388),704,0.000414,0.000414
is_switching_on (resources.py:393),384,0.000159,0.000159
is_sleeping (resources.py:398),16612,0.005320,0.005320
is_shareable (resources.py:403),4900,0.000960,0.000960
is_unavailable (resources.py:408),9800,0.005233,0.005233
power (resources.py:413),834064,0.579773,1.044931
<listcomp> (resources.py:451),1600,0.001598,0.002321
get_pstate_by_type (resources.py:433),1600,0.001110,0.003431
get_sleep_pstate (resources.py:482),256,0.000160,0.000562
get_default_pstate (resources.py:494),384,0.000355,0.001256
_switch_off (resources.py:509),256,0.000648,0.002100
_switch_on (resources.py:533),192,0.000321,0.000990
_set_off (resources.py:582),256,0.000478,0.001425
_set_on (resources.py:599),192,0.000592,0.001924
_allocate (resources.py:642),4900,0.007244,0.014120
_start_computing (resources.py:662),4900,0.009345,0.019586
_release (resources.py:685),4900,0.008281,0.012941
__set_pstate (resources.py:697),896,0.000570,0.000635
__set_state (resources.py:709),10696,0.006234,0.007121
size (resources.py:757),40907,0.010722,0.015321
hosts (resources.py:784),49958610,7.933998,10.670067
<lambda> (resources.py:799),48097216,9.278939,17.287277
get_not_allocated_hosts (resources.py:791),751519,11.108973,38.748798
get_host (resources.py:818),40907,0.024284,0.042585
on_host_state_changed (timeout_policy.py:20),10696,0.024599,0.104691
add_to_job_infos (sds_env.py:70),1000,0.003077,0.003414
__del__ (subprocess.py:939),1,0.000003,0.000003
communicate (subprocess.py:984),1,0.000013,0.000048
_remaining_time (subprocess.py:1058),3,0.000004,0.000006
wait (subprocess.py:1078),2,0.000015,0.007528
_handle_exitstatus (subprocess.py:1724),1,0.000015,0.000017
_internal_poll (subprocess.py:1742),1,0.000001,0.000001
_try_wait (subprocess.py:1777),4,0.000012,0.000098
_wait (subprocess.py:1790),2,0.000085,0.007505
send_signal (subprocess.py:1945),1,0.000000,0.000000
terminate (subprocess.py:1951),1,0.000003,0.000003
__hash__ (typing.py:329),449,0.000225,0.000302
<genexpr> (typing.py:358),3,0.000001,0.000004
__getitem__ (typing.py:347),2,0.000014,0.000074
_is_dunder (typing.py:646),8,0.000005,0.000007
<genexpr> (typing.py:669),3,0.000001,0.000001
__init__ (typing.py:659),1,0.000007,0.000044
__setattr__ (typing.py:762),8,0.000008,0.000015
_type_check (typing.py:120),3,0.000005,0.000007
_remove_dups_flatten (typing.py:219),1,0.000004,0.000004
inner (typing.py:255),449,0.000560,0.000933
discard (_weakrefset.py:111),1,0.000006,0.000008
encode (encoder.py:182),2512,0.013744,0.077661
iterencode (encoder.py:204),2512,0.059250,0.059250
__init__ (decoder.py:284),2511,0.038692,0.038692
decode (decoder.py:332),2511,0.016262,0.410092
raw_decode (decoder.py:343),2511,0.044862,0.369959
__hash__ (enum.py:735),49079,0.024135,0.032698
name (enum.py:748),36835,0.010129,0.010129
value (enum.py:753),12696,0.003815,0.003815
__get__ (types.py:171),49531,0.030001,0.043946
dumps (__init__.py:183),2512,0.010378,0.088038
loads (__init__.py:299),2511,0.030868,0.485694
__getitem__ (enum.py:386),3982,0.002670,0.002670
<genexpr> (enum.py:393),35838,0.016429,0.016429
__iter__ (enum.py:389),3982,0.010268,0.010268
<built-in method math.floor> (~:0),1174192,0.187269,0.187269
__instancecheck__ (abc.py:96),4980,0.003500,0.015640
__subclasscheck__ (abc.py:100),7,0.000004,0.000025
<method 'decode' of 'bytes' objects> (~:0),2511,0.008448,0.008448
<method 'clear' of 'list' objects> (~:0),2512,0.001056,0.001056
<method 'append' of 'list' objects> (~:0),126641,0.017615,0.017615
<method 'remove' of 'list' objects> (~:0),1000,0.002129,0.002129
<method 'count' of 'list' objects> (~:0),1,0.000001,0.000001
<method 'get' of 'dict' objects> (~:0),4983,0.004959,0.008583
<method 'pop' of 'dict' objects> (~:0),924,0.000702,0.000702
<method 'keys' of 'dict' objects> (~:0),1976,0.000662,0.000662
<method 'items' of 'dict' objects> (~:0),5900,0.000841,0.000841
<method 'update' of 'dict' objects> (~:0),1979,0.001622,0.001622
<method 'clear' of 'dict' objects> (~:0),1,0.000001,0.000001
<method 'add' of 'set' objects> (~:0),4900,0.001321,0.001321
<method 'discard' of 'set' objects> (~:0),1,0.000001,0.000001
<method 'remove' of 'set' objects> (~:0),4900,0.001238,0.001238
<built-in method __new__ of type object at 0x71f0b3752980> (~:0),59154,0.014541,0.014541
<method 'encode' of 'str' objects> (~:0),2512,0.004618,0.004618
<method 'split' of 'str' objects> (~:0),10785,0.007612,0.007612
<method 'join' of 'str' objects> (~:0),4359,0.003713,0.011624
<method 'upper' of 'str' objects> (~:0),1,0.000001,0.000001
<method 'startswith' of 'str' objects> (~:0),2519,0.005825,0.005825
<method 'endswith' of 'str' objects> (~:0),5,0.000001,0.000001
<built-in method builtins.any> (~:0),9923,0.007245,0.023015
<built-in method builtins.callable> (~:0),4900,0.000939,0.000939
<built-in method builtins.format> (~:0),2785,0.003034,0.017594
<built-in method builtins.getattr> (~:0),1,0.000001,0.000001
<built-in method builtins.hash> (~:0),49528,0.008640,0.008640
<built-in method builtins.isinstance> (~:0),49474036,2.779758,2.795398
<built-in method builtins.len> (~:0),69216,0.014643,0.015977
<built-in method builtins.max> (~:0),319098,0.088900,0.088900
<built-in method builtins.min> (~:0),106786,0.040670,0.045187
<built-in method builtins.next> (~:0),421419,0.086362,1.363815
<built-in method builtins.sorted> (~:0),9400,0.138459,2.917438
<built-in method builtins.sum> (~:0),2086,0.001766,0.006086
<built-in method sys._getframe> (~:0),1,0.000001,0.000001
<built-in method posix.waitpid> (~:0),4,0.000086,0.000086
<built-in method posix.WIFSIGNALED> (~:0),1,0.000001,0.000001
<built-in method posix.WIFEXITED> (~:0),1,0.000000,0.000000
<built-in method posix.WEXITSTATUS> (~:0),1,0.000000,0.000000
<method 'end' of 're.Match' objects> (~:0),5022,0.001094,0.001094
<method 'match' of 're.Pattern' objects> (~:0),5022,0.022221,0.022221
<built-in method _operator.or_> (~:0),84588,0.009047,0.009047
<built-in method _abc._abc_instancecheck> (~:0),4980,0.012115,0.012140
<built-in method _abc._abc_subclasscheck> (~:0),7,0.000020,0.000020
<built-in method time.time> (~:0),1,0.000001,0.000001
<built-in method time.sleep> (~:0),3,0.007272,0.007272
<built-in method time.monotonic> (~:0),5,0.000011,0.000011
<method 'acquire' of '_thread.lock' objects> (~:0),4,0.000021,0.000021
<method 'release' of '_thread.lock' objects> (~:0),4,0.000002,0.000002
<method 'close' of '_io.BufferedReader' objects> (~:0),1,0.000016,0.000016
<method 'read' of '_io.BufferedReader' objects> (~:0),1,0.000016,0.000016
<method 'disable' of '_lsprof.Profiler' objects> (~:0),1,0.000001,0.000001
