dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,22.0,1,-1.0,
base,active,,0.0,300.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63,-1.0,
base,active,0.0,0.0,350.0,0,9261334.0,True
base,active,22.0,22.0,372.0,1,9261335.0,True
base,switching_off,,300.0,3000.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63,-2.0,
base,active,,350.0,421.0,0,-1.0,
base,active,,372.0,506.0,1,-1.0,
base,active,421.0,421.0,422.0,0,9261353.0,False
base,active,,422.0,509.0,0,-1.0,
base,active,506.0,506.0,548.0,1,9261384.0,False
base,active,509.0,509.0,551.0,0,9261385.0,False
base,active,512.0,548.0,589.0,1,9261386.0,False
base,active,,551.0,597.0,0,-1.0,
base,active,,589.0,624.0,1,-1.0,
base,active,597.0,597.0,947.0,0,9261387.0,True
base,active,624.0,624.0,974.0,1,9261388.0,True
base,active,650.0,947.0,1297.0,0,9261389.0,True
base,active,,974.0,1038.0,1,-1.0,
base,active,1038.0,1038.0,2458.0,1,9261406.0,False
base,active,1040.0,1297.0,2905.0,0,9261407.0,False
base,active,1041.0,2458.0,4022.0,1,9261408.0,False
base,active,1043.0,2905.0,4369.0,0,9261409.0,False
base,sleeping,,3000.0,4022.0,58 59 60 61 62 63,-4.0,
base,switching_on,,3000.0,4800.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57,-3.0,
base,active,1063.0,4022.0,5384.0,1,9261422.0,False
base,switching_on,,4022.0,5822.0,58 59 60 61 62 63,-3.0,
base,active,1065.0,4369.0,5957.0,0,9261423.0,False
base,active,911.0,4800.0,5708.0,26 27 28 29 30 31 32 33,9261393.0,False
base,active,909.0,4800.0,5709.0,2 3 4 5 6 7 8 9,9261390.0,False
base,active,911.0,4800.0,5709.0,34 35 36 37 38 39 40 41,9261394.0,False
base,active,912.0,4800.0,5711.0,50 51 52 53 54 55 56 57,9261396.0,False
base,active,911.0,4800.0,5712.0,18 19 20 21 22 23 24 25,9261392.0,False
base,active,912.0,4800.0,5712.0,42 43 44 45 46 47 48 49,9261395.0,False
base,active,910.0,4800.0,5713.0,10 11 12 13 14 15 16 17,9261391.0,False
base,active,1066.0,5384.0,6973.0,1,9261424.0,False
base,active,913.0,5708.0,6615.0,26 27 28 29 30 31 32 33,9261397.0,False
base,active,913.0,5709.0,6617.0,34 35 36 37 38 39 40 41,9261399.0,False
base,active,913.0,5709.0,6621.0,2 3 4 5 6 7 8 9,9261398.0,False
base,active,914.0,5711.0,6623.0,50 51 52 53 54 55 56 57,9261400.0,False
base,active,914.0,5712.0,6623.0,18 19 20 21 22 23 24 25,9261401.0,False
base,active,914.0,5712.0,6624.0,42 43 44 45 46 47 48 49,9261402.0,False
base,active,914.0,5713.0,6624.0,10 11 12 13 14 15 16 17,9261403.0,False
base,active,1051.0,5822.0,5823.0,62,9261414.0,False
base,active,1062.0,5822.0,5823.0,63,9261421.0,False
base,active,1045.0,5822.0,7178.0,58,9261410.0,False
base,active,1048.0,5822.0,7241.0,60,9261412.0,False
base,active,1050.0,5822.0,7447.0,61,9261413.0,False
base,active,1046.0,5822.0,7725.0,59,9261411.0,False
base,active,1069.0,5823.0,7067.0,63,9261426.0,False
base,active,1068.0,5823.0,7273.0,62,9261425.0,False
base,active,1071.0,5957.0,7546.0,0,9261427.0,False
base,active,914.0,6615.0,7523.0,26 27 28 29 30 31 32 33,9261404.0,False
base,active,914.0,6617.0,7526.0,34 35 36 37 38 39 40 41,9261405.0,False
base,active,,6621.0,6623.0,6 7 8 9,-1.0,
