function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),2995553,0.133817,0.133817
<method 'setdefault' of 'dict' objects> (~:0),400,0.000034,0.000034
<method 'items' of 'dict' objects> (~:0),8830,0.000607,0.000607
<method 'values' of 'dict' objects> (~:0),2536,0.000201,0.000201
<method 'append' of 'list' objects> (~:0),394974,0.020171,0.020171
<method 'insert' of 'list' objects> (~:0),2034,0.000215,0.000215
<method 'extend' of 'list' objects> (~:0),3252,0.000286,0.000286
<method 'pop' of 'list' objects> (~:0),2536,0.000289,0.000289
<method 'sort' of 'list' objects> (~:0),1955,0.001285,0.002124
<method 'join' of 'str' objects> (~:0),3294,0.000634,0.000634
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),23950,0.004109,0.007250
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),486920,0.022327,0.022327
<built-in method builtins.isinstance> (~:0),4008,0.000388,0.000388
<built-in method builtins.len> (~:0),20897,0.001366,0.001366
<built-in method builtins.min> (~:0),12358,0.002429,0.005909
<built-in method builtins.next> (~:0),11955,0.001998,0.004550
<built-in method builtins.round> (~:0),4000,0.000970,0.000970
<built-in method builtins.sorted> (~:0),4536,0.002146,0.004127
<built-in method builtins.sum> (~:0),14680,0.012408,0.044832
basename (<frozen posixpath>:140),4,0.000004,0.000008
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000015,0.000015
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
