function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),282477531,14.438211,14.438211
<method 'get' of 'dict' objects> (~:0),182225308,7.814003,7.814003
<method 'setdefault' of 'dict' objects> (~:0),422,0.000035,0.000035
<method 'items' of 'dict' objects> (~:0),35904914,1.641744,1.641744
<method 'values' of 'dict' objects> (~:0),844455,0.056823,0.056823
<method 'append' of 'list' objects> (~:0),29554836,1.521419,1.521419
<method 'insert' of 'list' objects> (~:0),1779063,0.110009,0.110009
<method 'extend' of 'list' objects> (~:0),3409,0.000419,0.000419
<method 'pop' of 'list' objects> (~:0),2575,0.000647,0.000647
<method 'sort' of 'list' objects> (~:0),28996422,25.493966,45.417139
<method 'join' of 'str' objects> (~:0),3226,0.000900,0.000900
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),35380,0.006064,0.010212
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),505078,0.023864,0.023864
<built-in method builtins.isinstance> (~:0),4008,0.001021,0.001021
<built-in method builtins.len> (~:0),62668204,2.529519,2.529519
<built-in method builtins.max> (~:0),32409692,3.023501,3.023501
<built-in method builtins.min> (~:0),3568844,1.633560,2.837771
<built-in method builtins.next> (~:0),8721,0.001549,0.003872
<built-in method builtins.round> (~:0),4000,0.002475,0.002475
<built-in method builtins.sorted> (~:0),2100583,4.620634,8.709237
<built-in method builtins.sum> (~:0),12875,0.012631,0.045436
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000005
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000014,0.000014
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),842398004,130.508150,130.508150
<built-in method math.isinf> (~:0),336296241,10.097210,10.097210
<built-in method _bisect.bisect_left> (~:0),2093,0.002601,0.003768
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000020
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000141
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000060
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000023,0.000048
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2232,0.003069,0.007272
_future_fcfs_seed_head (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:147),2367,0.968670,150.678205
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000216,0.000287
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2575,0.038992,0.350173
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.002334,0.002398
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1664,0.013389,2566.082653
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),52,0.000437,0.001923
build_callbacks (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:297),2575,0.048517,0.078294
_append_planned_compute (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:94),414017,0.770596,1.241193
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:484),2575,0.056817,0.077290
_future_fcfs_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:82),2367,0.983290,151.181703
_current_fcfs_commit (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:50),2575,0.007200,0.047727
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:138),505070,0.073025,0.096917
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:318),1000,0.007535,0.019515
_rebuild_next_releases_global (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:206),2575,0.345481,0.873497
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:398),5150,0.012602,0.084350
_mark_timed_out_nodes (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:373),2575,0.007724,0.039514
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2575,0.060476,0.067154
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:424),2575,0.010043,0.064005
_append_planned_compute (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:158),413715,0.765000,1.232192
record (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:136),5150,0.006456,0.266167
_emit_wake_triggers_from_plan (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:134),2367,0.103529,0.110413
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:183),841880,191.865148,297.521761
schedule (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:23),2575,0.168121,2565.683527
_current_easy_commit (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:91),2367,0.233335,0.544102
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),9,0.000385,0.001440
_window_feasible (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:244),231808,1.411514,1.728443
_future_easy_backfill_from_fcfs (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:192),2367,2.100459,2261.717097
_append_compute_fixed (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:230),413715,1.261202,5.281485
update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:227),2575,0.066054,0.152263
compute (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),1000,0.003150,0.013536
_update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:64),796,0.000558,0.000665
_future_select_nodes_energy_aware_gap (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:324),414199,473.757592,2252.456737
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:95),2191355,0.193858,0.193858
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:137),32295,0.002857,0.002857
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:344),5900,0.000757,0.000757
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:159),2190709,0.191939,0.191939
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:231),2190709,0.202197,0.202197
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:246),1597959,0.160507,0.160507
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:467),9082969,1.046658,1.046658
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:480),2070100,0.676782,0.676782
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:485),2428644,0.248844,0.248844
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:268),15035,0.007259,0.007259
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:270),140477,0.011854,0.011854
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:61),5900,0.002980,0.002980
_recalculate_release_at (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:109),164800,0.044063,0.051427
_get_nodes_by_ids (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:138),2116,0.002008,0.008340
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:88),151488,0.018994,0.018994
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:157),49,0.000095,0.000095
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:158),49,0.000110,0.000110
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:279),5899815,0.662800,0.662800
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:288),841880,0.231818,0.231818
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:86),1322,0.000171,0.000171
set_time (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:93),2575,0.000707,0.000707
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:73),2367,0.020344,0.020344
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:135),31378,0.002702,0.002702
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:264),14021,0.001174,0.001174
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:271),14256,0.001085,0.001085
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:274),21149,0.001636,0.001636
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:283),10870,0.000875,0.000875
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:152),151488,0.019324,0.019324
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:208),151488,0.018394,0.018394
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:320),413715,0.024019,0.024019
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:352),282476531,18.603653,18.603653
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:435),43053914,3.423305,3.423305
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:498),414199,0.147200,0.147200
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:234),2575,0.008344,0.008344
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:235),2575,0.007685,0.007685
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:236),2575,0.007374,0.007374
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:263),4450,0.004679,0.004679
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:264),8010,0.004505,0.004505
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:266),9703,0.004508,0.004508
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:137),2367,0.000427,0.000427
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:165),9,0.000012,0.000012
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:166),9,0.000023,0.000023
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:167),9,0.000011,0.000011
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:196),841880,2.132789,2.132789
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psas.py:243),841880,2.079692,2.079692
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:31),2575,0.019319,0.019319
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:98),39651,0.094441,0.094441
_releases_by_id (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:97),39651,0.011573,0.106014
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:292),12460,0.001003,0.001003
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:326),1000,0.000300,0.000300
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:328),1000,0.000263,0.000263
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:336),4000,0.000798,0.000798
_filter_out (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:335),4000,0.001173,0.001971
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:422),5150,0.003220,0.003220
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:431),2575,0.006889,0.006889
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:432),2575,0.000526,0.000526
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BasePSAS.py:449),230,0.000360,0.000360
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:49),2367,0.001289,0.001289
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:60),2367,0.016979,0.016979
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:112),411650,0.022404,0.022404
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:338),414199,1.110880,1.110880
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:342),414199,1.141498,1.141498
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:474),5563602,0.449116,0.449116
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/easy_psas.py:497),414199,0.095878,0.095878
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:65),796,0.000107,0.000107
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:139),2116,0.006098,0.006098
release (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:127),1000,0.001580,0.005607
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:86),9,0.000035,0.000227
