function,ncalls,tottime_s,cumtime_s
<method 'add' of 'set' objects> (~:0),79681,0.010072,0.010072
<method 'get' of 'dict' objects> (~:0),47798413,4.849089,4.849089
<method 'setdefault' of 'dict' objects> (~:0),36052,0.007123,0.007123
<method 'items' of 'dict' objects> (~:0),45756,0.007905,0.007905
<method 'values' of 'dict' objects> (~:0),38157,0.009132,0.009132
<method 'append' of 'list' objects> (~:0),6642209,0.777605,0.777605
<method 'insert' of 'list' objects> (~:0),27316,0.033764,0.033764
<method 'extend' of 'list' objects> (~:0),182528,0.062841,0.081005
<method 'pop' of 'list' objects> (~:0),38157,0.030567,0.030567
<method 'sort' of 'list' objects> (~:0),13670,0.007320,0.007320
<method 'join' of 'str' objects> (~:0),41856,0.015269,0.015269
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000003,0.000003
<built-in method sys._getframe> (~:0),4,0.000002,0.000002
<built-in method builtins.getattr> (~:0),27787,0.006460,0.006460
<built-in method builtins.hasattr> (~:0),8,0.000003,0.000003
<built-in method builtins.isinstance> (~:0),43372,0.010671,0.010671
<built-in method builtins.len> (~:0),201006,0.030380,0.030380
<built-in method builtins.max> (~:0),2680954,0.247823,0.247823
<built-in method builtins.min> (~:0),808786,0.130256,0.276985
<built-in method builtins.next> (~:0),53098,0.018877,0.586231
<built-in method builtins.round> (~:0),43356,0.029487,0.029487
<built-in method builtins.sorted> (~:0),38157,0.033769,0.072997
<built-in method builtins.sum> (~:0),190785,0.522811,1.412150
<method '__exit__' of '_thread.RLock' objects> (~:0),8,0.000002,0.000002
<built-in method _thread.get_ident> (~:0),8,0.000002,0.000002
<built-in method posix.getpid> (~:0),4,0.000006,0.000006
<built-in method posix.fspath> (~:0),20,0.000003,0.000003
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000112,0.000112
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000002,0.000002
<built-in method time.time_ns> (~:0),4,0.000002,0.000002
<built-in method _bisect.bisect_left> (~:0),31011,0.088362,0.144945
format (/usr/lib/python3.13/logging/__init__.py:699),4,0.000005,0.000024
_log (/usr/lib/python3.13/logging/__init__.py:1641),4,0.000010,0.000356
findCaller (/usr/lib/python3.13/logging/__init__.py:1592),4,0.000014,0.000040
isEnabledFor (/usr/lib/python3.13/logging/__init__.py:1765),80273,0.015701,0.015701
__init__ (/usr/lib/python3.13/logging/__init__.py:298),4,0.000051,0.000105
callHandlers (/usr/lib/python3.13/logging/__init__.py:1721),4,0.000005,0.000181
proceed (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:173),38157,0.899964,12.788448
update_custom_resources_agenda_global (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:94),38157,3.008016,4.610157
events_builder (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:132),38157,0.503722,0.974031
prep_schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:291),38157,1.662123,7.347281
allocate (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:45),10839,0.096747,0.271239
push_event (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:110),31017,0.048110,0.232789
advance (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:300),27561,0.177777,24.498821
update_energy (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:176),38157,2.089736,2.586143
remove_job_from_waiting_queue (/papers/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),10839,0.016016,0.017688
timeout_policy (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:216),38157,1.738533,2.516151
_update_node_state (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:64),72104,0.102978,0.102978
switch_on (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),1563,0.055984,0.418926
compute (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),10839,0.037017,0.351443
switch_off (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),1569,0.040879,0.402712
record (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:136),76314,0.096501,10.066332
update_node_state (/papers/SPARS-Pub/SPARS/Simulator/Monitor.py:227),38157,3.319091,6.287332
release (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:101),10839,0.007277,0.155282
add_job_to_scheduled_queue (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:36),10839,0.009546,0.013631
turn_on (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:113),1563,0.001871,0.050717
turn_off (/papers/SPARS-Pub/SPARS/Simulator/PlatformControl.py:117),1569,0.001838,0.050328
switch_on (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:86),1563,0.005241,0.041120
turn_off (/papers/SPARS-Pub/SPARS/Simulator/Machine.py:102),1569,0.004988,0.046140
log_trace (/papers/SPARS-Pub/SPARS/Logger.py:43),80269,0.059799,0.104642
schedule (/papers/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psus.py:5),38157,0.146237,11.300015
FCFSPSUS (/papers/SPARS-Pub/SPARS/Simulator/Algo/fcfs_psus.py:14),38157,0.039991,0.316315
add_job_to_waiting_queue (/papers/SPARS-Pub/SPARS/Simulator/JobsManager.py:18),10839,0.003800,0.005372
<lambda> (/papers/SPARS-Pub/SPARS/Simulator/Simulator.py:202),41856,0.032597,0.039228
<genexpr> (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:56),178048,0.018165,0.018165
<genexpr> (/papers/SPARS-Pub/SPARS/Simulator/Algo/BasePSUS.py:200),17046,0.002773,0.002773
