function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),2763302,0.105479,0.105479
<method 'setdefault' of 'dict' objects> (~:0),224,0.000015,0.000015
<method 'items' of 'dict' objects> (~:0),8171,0.000452,0.000452
<method 'values' of 'dict' objects> (~:0),2340,0.000161,0.000161
<method 'append' of 'list' objects> (~:0),361144,0.015969,0.015969
<method 'insert' of 'list' objects> (~:0),1710,0.000160,0.000160
<method 'extend' of 'list' objects> (~:0),3253,0.000252,0.000252
<method 'pop' of 'list' objects> (~:0),2340,0.000237,0.000237
<method 'sort' of 'list' objects> (~:0),1823,0.001145,0.001898
<method 'join' of 'str' objects> (~:0),3096,0.000526,0.000526
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),14064,0.002085,0.003690
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),449288,0.016985,0.016985
<built-in method builtins.isinstance> (~:0),4008,0.000347,0.000347
<built-in method builtins.len> (~:0),19769,0.001137,0.001137
<built-in method builtins.min> (~:0),8915,0.001914,0.005000
<built-in method builtins.next> (~:0),7517,0.001049,0.002299
<built-in method builtins.round> (~:0),4000,0.000801,0.000801
<built-in method builtins.sorted> (~:0),4340,0.001795,0.003432
<built-in method builtins.sum> (~:0),13700,0.010514,0.036973
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000003,0.000007
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000013,0.000013
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),281168,0.043003,0.043003
<built-in method math.isinf> (~:0),138106,0.005485,0.005485
<built-in method _bisect.bisect_left> (~:0),1961,0.001579,0.002303
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000003,0.000014
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000006,0.000017
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000004,0.000125
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000052
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000021,0.000044
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.005192,0.021701
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2096,0.001940,0.004531
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2340,0.006007,0.015615
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2340,0.004361,0.043280
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),449280,0.053608,0.070621
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),1000,0.006821,0.016820
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000185,0.000247
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2340,0.022960,0.249143
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000695,0.000750
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1590,0.006022,1.133461
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:402),4680,0.008792,0.064882
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),4,0.000139,0.000642
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:482),2340,0.038522,0.053346
_rebuild_next_releases_global (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:193),2340,0.265209,0.659160
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:438),2340,0.005614,0.044313
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2340,0.046175,0.051277
record (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:136),4680,0.003705,0.198302
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),7,0.000205,0.000731
update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:227),2340,0.050245,0.116920
compute (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),1000,0.002003,0.009956
_update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:64),448,0.000262,0.000308
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:110),7108,0.000753,0.000753
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:380),5900,0.000558,0.000558
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:268),13658,0.005732,0.005732
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:270),132462,0.009381,0.009381
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:61),5900,0.002528,0.002528
_recalculate_release_at (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:93),149760,0.034593,0.040078
_get_nodes_by_ids (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:138),2022,0.001258,0.006368
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:262),12304,0.000879,0.000879
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:271),12416,0.000818,0.000818
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:274),18512,0.001198,0.001198
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:287),3296,0.000234,0.000234
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:376),1000,0.008074,0.008074
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:234),2340,0.006199,0.006199
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:235),2340,0.005768,0.005768
<dictcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:236),2340,0.005704,0.005704
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:263),2804,0.003623,0.003623
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:264),3988,0.003424,0.003424
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:266),8548,0.003565,0.003565
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:65),448,0.000046,0.000046
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:139),2022,0.004913,0.004913
release (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:127),1000,0.001063,0.004276
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:86),7,0.000019,0.000126
turn_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:102),4,0.000017,0.000107
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:95),4,0.000017,0.000129
_remaining_idle_timeout (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:50),7108,0.002937,0.002937
add_job_to_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:18),1000,0.000160,0.000204
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:111),1000,0.000879,0.003918
_append_phase_abs (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:108),5476,0.001834,0.002116
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:127),12957,0.000723,0.000723
start_simulator (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:157),1,0.000001,0.000001
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:12),1,0.000001,0.000025
add_job_to_scheduled_queue (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:123),1000,0.000554,0.000670
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:416),4680,0.036479,0.053233
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:104),1000,0.000432,0.000432
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:121),5900,0.000428,0.000428
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:69),1347,0.000133,0.000133
set_time (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:76),2340,0.000426,0.000426
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:161),1,0.000003,0.000452
_trace (/home/raka/SPARS-Pub/SPARS/Logger.py:10),5564,0.001406,0.002247
