function,ncalls,tottime_s,cumtime_s
<method 'get' of 'dict' objects> (~:0),2983015,0.132936,0.132936
<method 'setdefault' of 'dict' objects> (~:0),544,0.000044,0.000044
<method 'items' of 'dict' objects> (~:0),8831,0.000590,0.000590
<method 'values' of 'dict' objects> (~:0),2531,0.000210,0.000210
<method 'append' of 'list' objects> (~:0),396657,0.019501,0.019501
<method 'insert' of 'list' objects> (~:0),2098,0.000214,0.000214
<method 'extend' of 'list' objects> (~:0),3236,0.000279,0.000279
<method 'pop' of 'list' objects> (~:0),2531,0.000290,0.000290
<method 'sort' of 'list' objects> (~:0),1947,0.001297,0.002168
<method 'join' of 'str' objects> (~:0),3300,0.000627,0.000627
<method 'find' of 'str' objects> (~:0),4,0.000001,0.000001
<method 'rfind' of 'str' objects> (~:0),12,0.000002,0.000002
<built-in method sys._getframe> (~:0),4,0.000001,0.000001
<built-in method builtins.any> (~:0),31514,0.005226,0.009189
<built-in method builtins.getattr> (~:0),1,0.000000,0.000000
<built-in method builtins.hasattr> (~:0),485960,0.020472,0.020472
<built-in method builtins.isinstance> (~:0),4008,0.000374,0.000374
<built-in method builtins.len> (~:0),21258,0.001324,0.001324
<built-in method builtins.min> (~:0),10392,0.002216,0.005605
<built-in method builtins.next> (~:0),16074,0.002328,0.005775
<built-in method builtins.round> (~:0),4000,0.000902,0.000902
<built-in method builtins.sorted> (~:0),4531,0.002003,0.003922
<built-in method builtins.sum> (~:0),14655,0.012375,0.044726
basename (<frozen posixpath>:140),4,0.000004,0.000007
splitext (<frozen posixpath>:117),4,0.000004,0.000008
normcase (<frozen posixpath>:52),12,0.000003,0.000004
_get_sep (<frozen posixpath>:41),4,0.000001,0.000002
_splitext (<frozen genericpath>:121),4,0.000003,0.000004
<method 'acquire' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<method 'release' of '_thread.RLock' objects> (~:0),8,0.000001,0.000001
<built-in method _thread.get_ident> (~:0),8,0.000001,0.000001
<built-in method posix.getpid> (~:0),4,0.000001,0.000001
<built-in method posix.fspath> (~:0),20,0.000001,0.000001
<method 'write' of '_io.TextIOWrapper' objects> (~:0),4,0.000014,0.000014
<method 'flush' of '_io.TextIOWrapper' objects> (~:0),4,0.000001,0.000001
<built-in method time.time> (~:0),4,0.000001,0.000001
<method 'fullmatch' of 're.Pattern' objects> (~:0),296706,0.049168,0.049168
<built-in method math.isinf> (~:0),145823,0.006639,0.006639
<built-in method _bisect.bisect_left> (~:0),2179,0.001913,0.002770
format (/usr/lib/python3.11/logging/__init__.py:674),4,0.000004,0.000016
findCaller (/usr/lib/python3.11/logging/__init__.py:1561),4,0.000007,0.000020
_log (/usr/lib/python3.11/logging/__init__.py:1610),4,0.000006,0.000139
callHandlers (/usr/lib/python3.11/logging/__init__.py:1690),4,0.000004,0.000059
__init__ (/usr/lib/python3.11/logging/__init__.py:292),4,0.000023,0.000048
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:355),1000,0.005836,0.025296
timeout_policy (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:438),2531,0.007677,0.054413
print_states_dur (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:98),1,0.000207,0.000279
events_builder (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:305),2531,0.007055,0.018625
FCFSAuto (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:28),2531,0.005356,0.049734
_select_nodes_energy_aware (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:65),1000,0.007544,0.018616
_ensure_transition_index (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:133),485952,0.063028,0.083530
proceed (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:170),2531,0.027066,0.298591
remove_job_from_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:21),1000,0.000759,0.000821
advance (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:297),1719,0.007342,1.369736
_rebuild_timeout_list (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:402),5062,0.011379,0.077151
push_event (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:107),2306,0.002361,0.005481
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:121),76,0.000542,0.002420
_rebuild_next_releases_global (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:193),2531,0.320379,0.799273
_build_partitions (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:482),2531,0.045602,0.065056
update_energy (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:176),2531,0.053313,0.059318
_update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:64),1040,0.000684,0.000809
compute (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:45),1000,0.002190,0.011026
record (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:136),5062,0.004632,0.236596
update_node_state (/home/raka/SPARS-Pub/SPARS/Simulator/Monitor.py:227),2531,0.060338,0.140918
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/PlatformControl.py:160),9,0.000469,0.001798
switch_on (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:86),9,0.000042,0.000261
turn_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:102),70,0.000074,0.000498
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:65),1040,0.000125,0.000125
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:139),2164,0.005794,0.005794
release (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:127),1000,0.001220,0.004788
switch_off (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:95),76,0.000087,0.000596
add_job_to_waiting_queue (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:18),1000,0.000178,0.000228
allocate (/home/raka/SPARS-Pub/SPARS/Simulator/Machine.py:111),1000,0.001060,0.004415
_append_phase_abs (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:108),8194,0.002909,0.003365
<lambda> (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:127),13694,0.000857,0.000857
start_simulator (/home/raka/SPARS-Pub/SPARS/Simulator/Simulator.py:157),1,0.000000,0.000000
on_finish (/home/raka/SPARS-Pub/SPARS/Simulator/JobsManager.py:12),1,0.000001,0.000026
add_job_to_scheduled_queue (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:123),1000,0.000595,0.000724
<setcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:416),5062,0.040789,0.061981
<listcomp> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:104),1000,0.000484,0.000484
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/fcfs_auto_switch_on.py:121),5900,0.000490,0.000490
<genexpr> (/home/raka/SPARS-Pub/SPARS/Simulator/Algo/BaseAlgorithm.py:69),1495,0.000302,0.000302
